date,code,oneDayAfter(open)(reg),oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),IXICClose-,GSPCClose-,SOXClose-,IXICOpen-,GSPCOpen-,SOXOpen-
2008-09-04,0000,0,0.0508571,0.0127171,-0.0167029,-0.0330627,-0.0308450,-0.0353616,-0.0328156,-0.0312923,-0.0351787,
2008-09-05,0000,0,0.0057406,0.0147116,0.0527746,-0.0014008,0.0044111,0.0217634,0.0237612,0.0130372,0.0222960,
2008-09-08,0000,-0,-0.0316324,-0.0270578,-0.0364091,0.0061152,0.0200980,-0.0013602,-0.0115642,0.0145744,-0.0013898,
2008-09-09,0000,0,0.0065559,0.0095587,0.0051471,-0.0271290,-0.0353448,-0.0361416,-0.0168981,-0.0329776,-0.0345377,
2008-09-10,0000,-0,-0.0157574,-0.0298371,-0.0329593,0.0084758,0.0061118,0.0082003,-0.0150885,0.0012530,0.0057182,
2008-09-11,0000,-0,-0.0226369,-0.0044258,0.0093064,0.0130722,0.0136183,0.0060206,0.0179614,0.0135166,0.0060849,
2008-09-12,0000,-0,-0.0783084,-0.0240977,-0.0426654,0.0013488,0.0021171,-0.0054636,-0.0167871,0.0040290,-0.0061222,
2008-09-15,0000,0,0.0345506,0.0014627,-0.0513950,-0.0373226,-0.0494676,-0.0332628,-0.0244831,-0.0526883,-0.0323388,
2008-09-16,0000,-0,-0.0712174,-0.0263771,0.0076333,0.0126772,0.0172215,0.0145404,0.0128262,0.0182015,0.0129516,
2008-09-17,0000,0,0.0596725,0.0148707,-0.0281676,-0.0519570,-0.0494729,-0.0137469,-0.0187890,-0.0460297,-0.0091394,
2008-09-18,0000,0,0.0399717,0.0099860,0.0550099,0.0455868,0.0415413,0.0477251,0.0722601,0.0461871,0.0464103,
2008-09-19,0000,-0,-0.0233190,-0.0075705,0.0229470,0.0328950,0.0386987,0.0185679,-0.0168287,0.0336634,0.0170730,
2008-09-22,0000,0,0.0196220,0.0267946,0.0115832,-0.0435617,-0.0397568,-0.0483172,-0.0342629,-0.0395492,-0.0491154,
2008-09-23,0000,-0,-0.0132547,-0.0007142,-0.0080896,-0.0119118,-0.0158809,-0.0187098,-0.0106849,-0.0158312,-0.0174894,
2008-09-24,0000,0,0.0063067,0.0006814,-0.0118416,0.0010901,-0.0019817,0.0078378,0.0021682,-0.0007745,0.0098772,
2008-09-25,0000,-0,-0.1012553,-0.0279124,-0.0221262,0.0141271,0.0192775,0.0148489,-0.0131526,0.0137820,0.0112374,
2008-09-26,0000,0,0.0545405,0.0322698,-0.0367791,-0.0014794,0.0033711,0.0053790,-0.0542708,-0.0814254,-0.0881131,
2008-09-30,0000,-0,-0.0155296,-0.0156124,0.0077602,-0.0437214,-0.0402191,-0.0479977,0.0199557,0.0432841,0.0425254,
2008-10-01,0000,-0,-0.0272600,-0.0106527,-0.0105703,-0.0108631,-0.0045648,-0.0120700,-0.0110060,-0.0030414,-0.0118796,
2008-10-02,0000,-0,-0.0080750,0.0227647,0.0067065,-0.0468858,-0.0419823,-0.0508751,-0.0232263,-0.0407834,-0.0496346,
2008-10-03,0000,-0,-0.0399148,-0.0110540,-0.0429609,-0.0150612,-0.0136914,-0.0133806,-0.0565092,-0.0160356,-0.0146552,
2008-10-06,0000,0,0.0039764,0.0310897,0.0034319,-0.0453204,-0.0400609,-0.0362849,-0.0164135,-0.0377837,-0.0344652,
2008-10-07,0000,-0,-0.0368173,-0.0322430,-0.0611286,-0.0615883,-0.0608896,-0.0651651,-0.0917672,-0.0694603,-0.0669097,
2008-10-08,0000,-0,-0.0375036,-0.0102754,-0.0147523,-0.0083605,-0.0114626,-0.0069875,0.0313036,-0.0004957,-0.0046372,
2008-10-09,0000,0,0.0611116,0.0048561,-0.0219642,-0.0578742,-0.0824468,-0.0311557,-0.0182463,-0.0829033,-0.0381488,
2008-10-13,0000,-0,-0.0184113,-0.0056108,0.0512363,0.1079734,0.0931181,0.0795821,0.0845810,0.0962603,0.0852269,
2008-10-14,0000,-0,-0.0307709,0.0040429,-0.0086347,-0.0366721,-0.0053506,-0.0526911,-0.0799318,-0.0154534,-0.0543114,
2008-10-15,0000,-0,-0.0150747,0.0013593,-0.0335483,-0.0925365,-0.0993237,-0.0976497,-0.0669302,-0.0935318,-0.0972686,
2008-10-16,0000,-0,-0.0306441,-0.0067313,-0.0232985,0.0520344,0.0407743,0.0422322,0.0203898,0.0347664,0.0416444,
2008-10-17,0000,0,0.0287722,0.0175452,-0.0057909,-0.0037516,-0.0062517,-0.0199055,0.0324760,0.0012930,-0.0184698,
2008-10-20,0000,-0,-0.0299646,-0.0093329,0.0022012,0.0331859,0.0455145,0.0196376,0.0038522,0.0376275,0.0172881,
2008-10-21,0000,-0,-0.0292342,0.0038827,-0.0164789,-0.0432315,-0.0317784,-0.0419924,-0.0422503,-0.0301890,-0.0413068,
2008-10-22,0000,-0,-0.0232653,0.0051538,-0.0279209,-0.0500882,-0.0649769,-0.0654984,-0.0309171,-0.0584931,-0.0639188,
2008-10-23,0000,-0,-0.0692344,-0.0042602,-0.0329481,-0.0073820,0.0124765,-0.0137505,-0.0852329,-0.0043118,-0.0142580,
2008-10-24,0000,-0,-0.0338418,0.0150085,-0.0487191,-0.0334272,-0.0357448,-0.0206754,0.0224655,-0.0239511,-0.0214932,
2008-10-27,0000,0,0.0999492,0.0544186,0.0075228,-0.0306328,-0.0328064,0.0011290,0.0155388,-0.0298733,0.0034290,
2008-10-28,0000,-0,-0.0391232,-0.0490251,0.0014864,0.0870401,0.0973833,0.0853664,0.0558036,0.0964226,0.0835163,
2008-10-29,0000,0,0.0550666,0.0502024,0.0591677,0.0046705,-0.0112032,-0.0286359,0.0320590,-0.0001384,-0.0269231,
2008-10-30,0000,0,0.0442553,0.0334472,0.0383973,0.0243212,0.0251549,0.0387986,-0.0081438,0.0144055,0.0367910,
2008-10-31,0000,0,0.0131250,0.0138777,0.0249046,0.0130335,0.0151329,0.0184157,0.0198849,0.0160633,0.0212961,
2008-11-03,0000,0,0.0168918,0.0002764,-0.0004867,0.0031164,-0.0025354,-0.0099958,0.0239624,0.0027180,0.0141742,
2008-11-04,0000,-0,-0.0804241,-0.0198362,-0.0028866,0.0302171,0.0392245,0.0428323,-0.0023221,0.0304739,0.0043768,
2008-11-05,0000,-0,-0.0517023,-0.0010588,-0.0605310,-0.0585619,-0.0556063,-0.0485079,-0.0587140,-0.0519110,-0.0551599,
2008-11-06,0000,0,0.0516872,0.0578302,0.0101659,-0.0453410,-0.0529241,-0.0766041,-0.0183348,-0.0495460,-0.0468552,
2008-11-07,0000,-0,-0.0126767,0.0060461,-0.0004346,0.0234916,0.0280454,0.0168018,0.0303331,0.0312890,0.0221790,
2008-11-10,0000,-0,-0.0142636,-0.0030311,-0.0219249,-0.0189641,-0.0128154,-0.0406098,-0.0513452,-0.0213706,-0.0617319,
2008-11-11,0000,-0,-0.0365968,0.0061466,-0.0049831,-0.0226706,-0.0225374,-0.0144256,-0.0279198,-0.0265953,-0.0194147,
2008-11-12,0000,0,0.0247232,0.0028347,-0.0400511,-0.0544887,-0.0547342,-0.0529907,-0.0346693,-0.0471909,-0.0399841,
2008-11-13,0000,-0,-0.0400914,-0.0190289,0.0033395,0.0610572,0.0647324,0.0667441,0.0368643,0.0566478,0.0466076,
2008-11-14,0000,0,0.0008726,0.0174039,-0.0029055,-0.0526420,-0.0435136,-0.0683782,-0.0440545,-0.0356493,-0.0606487,
2008-11-17,0000,-0,-0.0235209,-0.0142061,-0.0312693,-0.0234810,-0.0264943,-0.0289189,-0.0039021,-0.0245090,-0.0163038,
2008-11-18,0000,-0,-0.0353087,0.0042226,-0.0049229,0.0008225,0.0097425,-0.0199594,-0.0066255,0.0077879,-0.0204976,
2008-11-19,0000,-0,-0.0398265,-0.0074769,-0.0474727,-0.0698562,-0.0651392,-0.0777310,-0.0766941,-0.0659660,-0.0927277,
2008-11-20,0000,0,0.0471463,0.0499652,0.0194601,-0.0534146,-0.0719526,-0.0392832,-0.0200480,-0.0661913,-0.0064242,
2008-11-21,0000,0,0.0284247,0.0004278,-0.0025381,0.0492867,0.0594853,0.0493841,0.0446543,0.0566151,0.0395549,
2008-11-24,0000,-0,-0.0034649,-0.0032673,0.0248331,0.0595576,0.0607882,0.0574268,0.0423228,0.0611671,0.0607472,
2008-11-25,0000,0,0.0190503,0.0014397,0.0012430,-0.0049770,0.0065081,-0.0223506,-0.0213779,-0.0005862,-0.0435205,
2008-12-01,0000,0,0.0081798,0.0106679,-0.0370555,-0.0983499,-0.0980507,-0.0730176,-0.0507357,-0.0864000,-0.0404574,
2008-12-02,0000,0,0.0003703,-0.0090057,-0.0115433,0.0356808,0.0384067,0.0050622,-0.0055225,0.0304173,-0.0169510,
2008-12-03,0000,-0,-0.0319458,-0.0217863,-0.0122915,0.0285316,0.0251855,0.0625032,0.0339344,0.0300661,0.0561280,
2008-12-04,0000,0,0.0153181,0.0028402,-0.0070744,-0.0323888,-0.0301933,-0.0612409,-0.0272193,-0.0299847,-0.0501332,
2008-12-05,0000,0,0.0447698,0.0316228,0.0437405,0.0422378,0.0352141,0.0307437,0.0742877,0.0433665,0.0612526,
2008-12-08,0000,-0,-0.0018811,-0.0014488,0.0121471,0.0397203,0.0369682,0.0183023,0.0032977,0.0262223,-0.0208431,
2008-12-09,0000,0,0.0416524,0.0403832,0.0399689,-0.0157690,-0.0236646,0.0461950,0.0109487,-0.0160395,0.0737934,
2008-12-10,0000,-0,-0.0139253,-0.0020341,-0.0007088,0.0115875,0.0117544,0.0140001,-0.0098097,0.0068793,0.0000483,
2008-12-11,0000,0,0.0007666,-0.0267112,-0.0388952,-0.0381993,-0.0293616,-0.0255692,-0.0444639,-0.0304661,-0.0354805,
2008-12-12,0000,-0,-0.0074346,0.0019984,0.0287079,0.0213147,0.0069794,0.0449422,0.0398987,0.0105326,0.0617498,
2008-12-15,0000,0,0.0288362,0.0100436,0.0006866,-0.0214673,-0.0128487,-0.0177803,-0.0118606,-0.0109463,-0.0049475,
2008-12-16,0000,-0,-0.0068180,-0.0125236,0.0066975,0.0512929,0.0488513,0.0555255,0.0272934,0.0403343,0.0272265,
2008-12-17,0000,-0,-0.0027179,0.0043559,0.0099663,-0.0066991,-0.0096858,-0.0016278,0.0090262,-0.0024062,0.0055155,
2008-12-18,0000,0,0.0155179,0.0069933,-0.0000618,-0.0173541,-0.0216203,-0.0584350,-0.0066253,-0.0214440,-0.0329112,
2008-12-19,0000,-0,-0.0482882,-0.0440146,-0.0350521,0.0076391,0.0029283,0.0136424,-0.0067726,0.0002705,-0.0095062,
2008-12-22,0000,-0,-0.0430974,-0.0252368,-0.0294335,-0.0208634,-0.0186432,-0.0250653,-0.0148113,-0.0147431,-0.0154448,
2008-12-23,0000,0,0.0225006,0.0209514,0.0038955,-0.0071046,-0.0098128,-0.0288246,-0.0093237,-0.0120852,-0.0335212,
2008-12-29,0000,0,0.0355836,0.0274001,0.0376724,-0.0131893,-0.0038876,-0.0002476,-0.0054957,-0.0020561,0.0026566,
2008-12-30,0000,0,0.0205872,-0.0080066,0.0004748,0.0260399,0.0238256,0.0440689,0.0191441,0.0224683,0.0342092,
2008-12-31,0000,-0,-0.0012120,-0.0057361,0.0227933,0.0166959,0.0139607,0.0042890,0.0435466,0.0415209,0.0460499,
2009-01-05,0000,0,0.0127394,0.0016331,0.0061241,0.0313262,0.0260931,0.0498007,0.0127194,0.0021478,0.0220735,
2009-01-06,0000,-0,-0.0235129,0.0019625,0.0130652,0.0147363,0.0077565,0.0480474,-0.0127896,-0.0040110,0.0104391,
2009-01-07,0000,-0,-0.0344444,-0.0297258,-0.0560101,-0.0333446,-0.0309381,-0.0512729,-0.0197327,-0.0239807,-0.0345782,
2009-01-08,0000,-0,-0.0145107,-0.0027450,-0.0073400,0.0111007,0.0033856,-0.0026063,0.0165734,0.0045939,0.0079233,
2009-01-13,0000,-0,-0.0431584,-0.0037112,-0.0024085,0.0049597,0.0017550,0.0081123,-0.0103239,-0.0028941,-0.0116794,
2009-01-14,0000,0,0.0055523,-0.0068784,-0.0464501,-0.0381434,-0.0346182,-0.0434632,-0.0216521,-0.0300360,-0.0109712,
2009-01-15,0000,0,0.0018435,-0.0048419,0.0075637,0.0146841,0.0013274,0.0244362,0.0280658,0.0029131,0.0406381,
2009-01-21,0000,0,0.0054551,-0.0040188,0.0028193,0.0439329,0.0416786,0.0297787,-0.0037992,0.0198277,0.0163504,
2009-02-02,0000,0,0.0275858,0.0165226,0.0258026,-0.0084581,-0.0179298,0.0253658,0.0258337,0.0031489,0.0119242,
2009-02-03,0000,-0,-0.0095325,-0.0074237,0.0039089,0.0144233,0.0155872,0.0014704,0.0116004,0.0144192,0.0122999,
2009-02-04,0000,0,0.0129554,-0.0040222,-0.0061239,-0.0008251,-0.0075460,0.0090247,-0.0124117,-0.0072378,-0.0028576,
2009-02-05,0000,0,0.0272603,0.0073693,0.0241543,0.0201715,0.0161021,0.0386788,0.0312928,0.0169486,0.0496085,
2009-02-06,0000,-0,-0.0085388,-0.0151493,0.0051929,0.0285668,0.0261916,0.0343398,0.0274966,0.0255114,0.0331714,
2009-02-09,0000,-0,-0.0170427,0.0004529,0.0069618,-0.0000942,0.0014829,-0.0060138,-0.0080607,-0.0015804,-0.0088742,
2009-02-10,0000,0,0.0290442,0.0279090,0.0108939,-0.0438307,-0.0516587,-0.0482216,-0.0303216,-0.0476910,-0.0352393,
2009-02-11,0000,-0,-0.0170022,-0.0257208,-0.0245230,0.0037700,0.0078921,-0.0103203,-0.0141772,0.0030124,-0.0284868,
2009-02-12,0000,0,0.0219420,0.0191159,0.0274535,0.0072711,0.0017361,0.0128040,0.0191918,0.0048444,0.0248900,
2009-02-18,0000,0,0.0019514,0.0118595,0.0067346,-0.0018325,-0.0009513,0.0047858,-0.0014203,-0.0039979,0.0014905,
2009-02-19,0000,-0,-0.0143606,-0.0105861,-0.0207192,-0.0174311,-0.0121704,-0.0549238,-0.0361030,-0.0155181,-0.0711747,
2009-02-20,0000,-0,-0.0028312,0.0128077,0.0091206,-0.0011032,-0.0115447,0.0060320,0.0175894,-0.0033883,0.0216657,
2009-02-23,0000,0,0.0202182,0.0050179,-0.0107445,-0.0385597,-0.0359463,-0.0432024,-0.0380243,-0.0383515,-0.0323000,
2009-02-24,0000,0,0.0109090,-0.0011505,0.0141441,0.0375287,0.0385571,0.0501758,0.0205703,0.0336733,0.0274672,
2009-02-25,0000,-0,-0.0055200,-0.0066326,0.0054929,-0.0115053,-0.0107727,0.0291120,0.0056304,-0.0063728,0.0415495,
2009-02-26,0000,0,0.0010401,0.0073708,0.0084680,-0.0244058,-0.0160328,-0.0178687,-0.0437976,-0.0211086,-0.0317127,
2009-02-27,0000,-0,-0.0375541,-0.0231459,-0.0296713,-0.0098923,-0.0241331,-0.0124121,-0.0150649,-0.0279068,-0.0152346,
2009-03-02,0000,0,0.0176334,0.0160010,0.0021441,-0.0415693,-0.0488999,-0.0530772,-0.0109660,-0.0356737,-0.0226423,
2009-03-03,0000,0,0.0401487,0.0217355,0.0233583,-0.0013929,-0.0064481,0.0131600,-0.0007759,-0.0083596,0.0092612,
2009-03-04,0000,-0,-0.0051468,0.0018675,0.0206547,0.0241775,0.0232020,0.0438408,-0.0060043,0.0136530,0.0161478,
2009-03-05,0000,0,0.0083512,0.0104843,0.0035306,-0.0416670,-0.0444217,-0.0153105,-0.0166261,-0.0354219,0.0117559,
2009-03-06,0000,-0,-0.0081851,-0.0033231,-0.0054859,-0.0044364,0.0012146,-0.0114866,-0.0200414,-0.0048181,-0.0302531,
2009-03-09,0000,0,0.0383899,0.0139370,0.0091586,-0.0198717,-0.0101252,-0.0238358,0.0031886,-0.0021788,-0.0045040,
2009-03-10,0000,-0,-0.0015871,-0.0062690,0.0186850,0.0659952,0.0598527,0.0746696,0.0555759,0.0560180,0.0682103,
2009-03-11,0000,0,0.0129536,-0.0057964,-0.0011168,0.0097402,0.0024398,0.0199029,0.0021787,0.0018033,0.0115392,
2009-03-12,0000,0,0.0194056,0.0107037,0.0291461,0.0381881,0.0391347,0.0338133,0.0415198,0.0413314,0.0344383,
2009-03-13,0000,0,0.0116126,0.0061292,0.0148713,0.0037723,0.0076796,0.0124483,0.0126205,0.0090533,0.0147873,
2009-03-16,0000,0,0.0149233,0.0084282,0.0138989,-0.0195724,-0.0035284,-0.0374717,-0.0252541,-0.0065793,-0.0365808,
2009-03-17,0000,0,0.0031176,-0.0053670,0.0012184,0.0397303,0.0311392,0.0396089,0.0307816,0.0285177,0.0319527,
2009-03-18,0000,-0,-0.0059780,-0.0108361,-0.0023054,0.0195209,0.0204318,0.0333012,0.0361947,0.0274589,0.0473093,
2009-03-19,0000,-0,-0.0074961,-0.0198786,-0.0149770,-0.0052175,-0.0131498,-0.0097207,-0.0140510,-0.0170027,-0.0159031,
2009-03-20,0000,0,0.0410823,0.0198237,0.0317241,-0.0179857,-0.0201681,-0.0347949,0.0020855,-0.0158874,-0.0196290,
2009-03-23,0000,0,0.0020957,0.0008393,0.0225097,0.0633127,0.0660818,0.0630194,0.0289253,0.0588472,0.0391454,
2009-03-24,0000,0,0.0234410,0.0182553,0.0194898,-0.0258816,-0.0208406,-0.0201477,-0.0052959,-0.0170920,-0.0049881,
2009-03-25,0000,0,0.0171382,0.0021888,0.0074593,0.0081298,0.0095346,0.0061246,0.0140764,0.0089060,0.0166347,
2009-03-26,0000,-0,-0.0196890,-0.0144304,0.0007680,0.0365784,0.0227889,0.0609781,0.0094110,0.0176425,0.0326374,
2009-03-27,0000,-0,-0.0283684,-0.0301284,-0.0354683,-0.0270515,-0.0207368,-0.0159539,-0.0312041,-0.0242377,-0.0243882,
2009-03-30,0000,0,0.0107875,-0.0007907,0.0009192,-0.0288987,-0.0360748,-0.0517324,0.0012577,-0.0229997,-0.0231804,
2009-03-31,0000,0,0.0289358,0.0080196,0.0194959,0.0175260,0.0129595,0.0063228,-0.0091902,0.0034149,-0.0136332,
2009-04-01,0000,0,0.0202875,0.0081954,0.0291079,0.0148299,0.0162869,0.0121075,0.0475325,0.0257081,0.0400606,
2009-04-02,0000,0,0.0088289,-0.0021177,0.0101001,0.0318414,0.0279249,0.0415778,0.0180728,0.0246668,0.0260257,
2009-04-03,0000,-0,-0.0168829,-0.0062057,0.0047856,0.0118628,0.0096380,0.0285214,-0.0042503,0.0055016,0.0137435,
2009-04-06,0000,0,0.0066310,0.0141603,0.0036992,-0.0094354,-0.0084024,-0.0230663,-0.0105072,-0.0067496,-0.0215551,
2009-04-07,0000,-0,-0.0002874,-0.0167207,-0.0244858,-0.0288805,-0.0244375,-0.0401865,-0.0054853,-0.0212547,-0.0182483,
2009-04-08,0000,0,0.0435461,0.0237852,0.0395639,0.0182629,0.0116462,0.0280982,0.0258829,0.0151093,0.0364623,
2009-04-14,0000,0,0.0216002,-0.0007949,-0.0029769,-0.0169709,-0.0204753,-0.0040800,-0.0148368,-0.0207758,-0.0099135,
2009-04-15,0000,0,0.0097025,-0.0020843,0.0203396,0.0006639,0.0123935,-0.0153109,0.0194224,0.0176703,0.0142182,
2009-04-16,0000,-0,-0.0527489,-0.0544134,-0.0420111,0.0261249,0.0153011,0.0324951,0.0120557,0.0122980,0.0147192,
2009-04-17,0000,-0,-0.0173916,0.0029715,0.0045454,0.0015720,0.0049448,0.0012166,-0.0147744,0.0035588,-0.0114149,
2009-04-20,0000,0,0.0376290,0.0366358,0.0169602,-0.0403306,-0.0447026,-0.0602064,-0.0264660,-0.0445353,-0.0509207,
2009-04-21,0000,0,0.0021981,-0.0002328,0.0007985,0.0216808,0.0208098,0.0013297,0.0190843,0.0188962,0.0049666,
2009-04-22,0000,0,0.0021444,-0.0042909,-0.0018501,0.0013790,-0.0077411,0.0415007,0.0129158,-0.0031257,0.0490554,
2009-04-23,0000,0,0.0031592,-0.0055027,0.0009404,0.0036860,0.0098249,-0.0058489,0.0089773,0.0108794,-0.0110754,
2009-04-24,0000,-0,-0.0325688,-0.0397578,-0.0308008,0.0248364,0.0165199,0.0158880,0.0038497,0.0103266,0.0067756,
2009-04-27,0000,-0,-0.0208315,-0.0264512,-0.0193542,-0.0088603,-0.0101690,-0.0113636,-0.0027634,-0.0097603,-0.0065391,
2009-04-28,0000,0,0.0564199,-0.0024011,0.0030869,-0.0033457,-0.0027480,-0.0169904,0.0120806,0.0027659,-0.0034216,
2009-04-29,0000,0,0.0511598,0.0047626,0.0631632,0.0222730,0.0211529,0.0196382,0.0252876,0.0225191,0.0186846,
2009-04-30,0000,0,0.0415005,0.0070770,0.0533663,0.0031212,-0.0009510,0.0269988,0.0007152,0.0029799,0.0304852,
2009-05-04,0000,-0,-0.0263242,-0.0278702,0.0077650,0.0262310,0.0379503,0.0478067,0.0134015,0.0296766,0.0348919,
2009-05-05,0000,0,0.0324024,0.0269770,0.0284405,-0.0053816,-0.0038062,-0.0104578,0.0064624,-0.0023785,-0.0013324,
2009-05-06,0000,-0,-0.0143313,-0.0046631,0.0009387,0.0028310,0.0171066,0.0034492,0.0019243,0.0169969,0.0052647,
2009-05-07,0000,0,0.0108604,0.0111864,0.0016707,-0.0249732,-0.0133790,-0.0592418,-0.0222671,-0.0116058,-0.0612644,
2009-05-08,0000,-0,-0.0047967,0.0098985,0.0095720,0.0130880,0.0235033,-0.0196275,-0.0115835,0.0151248,-0.0382540,
2009-05-11,0000,-0,-0.0156323,-0.0183022,-0.0334160,-0.0044823,-0.0219854,-0.0031745,0.0167598,-0.0136955,0.0144331,
2009-05-12,0000,-0,-0.0136246,0.0055018,0.0081093,-0.0089282,-0.0009798,-0.0260999,-0.0271452,-0.0056550,-0.0395677,
2009-05-13,0000,0,0.0129731,0.0002200,-0.0190080,-0.0310842,-0.0276382,-0.0225136,-0.0145413,-0.0239302,-0.0085090,
2009-05-14,0000,0,0.0107011,0.0065787,0.0192508,0.0148117,0.0102456,0.0294214,0.0088949,0.0095434,0.0225746,
2009-05-15,0000,0,0.0346531,0.0093770,0.0134878,-0.0053984,-0.0115418,-0.0070051,0.0054985,-0.0075502,0.0031041,
2009-05-18,0000,-0,-0.0061861,-0.0141911,0.0116864,0.0301439,0.0294929,0.0342248,0.0174754,0.0259435,0.0232187,
2009-05-19,0000,-0,-0.0026439,-0.0007339,0.0071648,0.0012568,-0.0017398,0.0197012,0.0095205,-0.0011556,0.0324623,
2009-05-20,0000,-0,-0.0060657,0.0041615,0.0022608,-0.0038777,-0.0051579,0.0025682,-0.0197505,-0.0091069,-0.0176769,
2009-05-21,0000,0,0.0275184,0.0128805,0.0027429,-0.0192243,-0.0170432,-0.0265639,-0.0045651,-0.0132106,-0.0131736,
2009-05-27,0000,0,0.0035123,-0.0113933,0.0091543,-0.0111780,-0.0193380,0.0171251,0.0281333,0.0144163,0.0467514,
2009-06-01,0000,-0,-0.0206970,-0.0156913,-0.0007224,0.0533718,0.0528281,0.0761961,0.0137984,0.0207982,0.0309333,
2009-06-02,0000,-0,-0.0039374,-0.0031713,-0.0081153,0.0044207,0.0019794,-0.0340946,0.0023992,-0.0003820,-0.0404512,
2009-06-03,0000,-0,-0.0091053,-0.0150043,-0.0157794,-0.0059586,-0.0139306,-0.0226146,0.0023171,-0.0107454,-0.0053930,
2009-06-04,0000,-0,-0.0043938,-0.0086640,-0.0028018,0.0130269,0.0113533,0.0210515,0.0183367,0.0139372,0.0211874,
2009-06-09,0000,-0,-0.0030719,-0.0025053,0.0074092,0.0095316,0.0034910,0.0426337,0.0115010,0.0025246,0.0328290,
2009-06-10,0000,0,0.0143394,0.0165591,0.0160034,-0.0038045,-0.0034925,0.0019774,-0.0093058,-0.0039295,-0.0043113,
2009-06-11,0000,-0,-0.0299204,-0.0161827,-0.0184764,0.0049883,0.0060748,-0.0123686,-0.0012524,0.0046638,-0.0142289,
2009-06-12,0000,-0,-0.0227762,-0.0219514,-0.0357671,-0.0019206,0.0013950,-0.0180138,-0.0078838,-0.0010505,-0.0288359,
2009-06-15,0000,0,0.0030403,0.0000434,-0.0007636,-0.0233541,-0.0243472,-0.0158595,-0.0069801,-0.0182044,0.0022810,
2009-06-16,0000,0,0.0011750,-0.0070369,-0.0040188,-0.0112461,-0.0128842,-0.0257480,-0.0144396,-0.0150347,-0.0280646,
2009-06-17,0000,-0,-0.0095152,-0.0166522,-0.0083619,0.0065706,-0.0013835,0.0092050,0.0054283,-0.0011308,0.0044058,
2009-06-18,0000,0,0.0109344,0.0069297,0.0139011,-0.0001881,0.0083409,-0.0187163,0.0087398,0.0098917,-0.0100027,
2009-06-19,0000,-0,-0.0080676,0.0133776,0.0173563,0.0108073,0.0031045,0.0120997,-0.0085437,-0.0019932,0.0006841,
2009-06-22,0000,0,0.0039241,-0.0014264,-0.0231933,-0.0346962,-0.0315663,-0.0387667,-0.0215138,-0.0276118,-0.0301073,
2009-06-23,0000,0,0.0306664,0.0234041,0.0286219,-0.0007196,0.0023014,-0.0037057,0.0053120,0.0031797,0.0010560,
2009-06-24,0000,0,0.0134691,0.0046039,0.0120060,0.0152984,0.0064821,0.0171265,0.0012954,0.0034910,0.0030413,
2009-06-25,0000,-0,-0.0004944,-0.0080575,0.0009205,0.0203330,0.0209941,0.0196764,0.0197729,0.0211027,0.0205461,
2009-06-26,0000,-0,-0.0041771,-0.0189747,-0.0113297,0.0047220,-0.0014800,-0.0007983,0.0124478,0.0011089,0.0049401,
2009-06-29,0000,-0,-0.0061249,-0.0082663,0.0063758,0.0031669,0.0089837,-0.0004944,0.0018315,0.0078628,-0.0003421,
2009-06-30,0000,0,0.0253821,0.0202342,0.0223150,-0.0049154,-0.0086042,0.0008740,0.0003521,-0.0068743,0.0026917,
2009-07-01,0000,0,0.0029037,0.0080705,0.0132823,0.0057864,0.0043430,0.0144933,-0.0122992,0.0004559,0.0016276,
2009-07-07,0000,0,0.0042917,0.0000240,-0.0070604,-0.0236117,-0.0200788,-0.0297155,-0.0179043,-0.0189364,-0.0309002,
2009-07-08,0000,0,0.0162674,0.0076258,0.0118610,0.0005724,-0.0016713,-0.0071332,0.0005521,-0.0007035,0.0035738,
2009-07-09,0000,-0,-0.0017998,-0.0055540,0.0032024,0.0030698,0.0035347,0.0271758,-0.0070847,-0.0014204,0.0087590,
2009-07-10,0000,-0,-0.0319413,-0.0404865,-0.0366018,0.0019817,-0.0040381,0.0042078,0.0093241,-0.0005230,0.0131766,
2009-07-13,0000,0,0.0130960,0.0082101,0.0163554,0.0207338,0.0243272,0.0235591,0.0165689,0.0235354,0.0207283,
2009-07-14,0000,0,0.0279114,0.0098418,0.0147197,0.0036228,0.0052879,0.0160231,0.0201958,0.0103060,0.0431590,
2009-07-15,0000,-0,-0.0017367,-0.0123239,0.0061502,0.0339095,0.0287773,0.0424421,0.0153229,0.0215229,0.0081757,
2009-07-16,0000,0,0.0100670,-0.0001416,0.0103182,0.0117399,0.0085677,0.0189547,0.0129021,0.0110466,0.0224068,
2009-07-17,0000,0,0.0105582,0.0024817,0.0126635,0.0008375,-0.0003828,0.0120142,0.0087929,0.0016029,0.0182292,
2009-07-20,0000,-0,-0.0023054,-0.0060633,0.0020825,0.0118788,0.0113023,0.0123755,0.0106395,0.0103995,0.0052492,
2009-07-21,0000,0,0.0011992,0.0008461,0.0045782,0.0036061,0.0036142,-0.0005443,-0.0044844,0.0014999,0.0042764,
2009-07-22,0000,0,0.0083262,-0.0009898,-0.0006360,0.0052845,-0.0005346,0.0258475,0.0083794,0.0007023,0.0118057,
2009-07-23,0000,-0,-0.0054622,-0.0104943,-0.0010899,0.0239258,0.0227596,0.0096810,0.0094019,0.0186080,0.0041084,
2009-07-24,0000,0,0.0043403,0.0028812,0.0078467,-0.0038861,0.0030329,-0.0127626,0.0108876,0.0066113,0.0032626,
