date,code,oneDayAfter(open)(reg),oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),IXICClose-IXICOpen,GSPCClose-GSPCOpen,SOXClose-SOXOpen
2009-01-15,0000,0,0.0018435,-0.0048419,0.0075637,0.0148032,0.0020741,0.0183996,
2009-01-16,0000,0,0.0014172,-0.0038387,0.0028401,-0.0020532,0.0066696,0.0118925,
2009-01-20,0000,0,0.0262842,0.0196070,0.0012618,-0.0554530,-0.0551650,-0.0667604,
2009-01-21,0000,0,0.0054551,-0.0040188,0.0028193,0.0269861,0.0398339,0.0148163,
2009-02-02,0000,0,0.0275858,0.0165226,0.0258026,0.0224701,0.0028470,0.0238457,
2009-02-03,0000,-0,-0.0095325,-0.0074237,0.0039089,0.0110202,0.0152890,0.0135180,
2009-02-04,0000,0,0.0129554,-0.0040222,-0.0061239,-0.0014125,-0.0066568,0.0102468,
2009-02-05,0000,0,0.0272603,0.0073693,0.0241543,0.0308167,0.0166696,0.0512403,
2009-02-06,0000,-0,-0.0085388,-0.0151493,0.0051929,0.0280893,0.0259153,0.0359979,
2009-02-09,0000,-0,-0.0170427,0.0004529,0.0069618,0.0005152,0.0018968,-0.0030727,
2009-02-10,0000,0,0.0290442,0.0279090,0.0108939,-0.0349505,-0.0480076,-0.0421939,
2009-02-11,0000,-0,-0.0170022,-0.0257208,-0.0245230,-0.0007057,0.0075923,-0.0171075,
2009-02-12,0000,0,0.0219420,0.0191159,0.0274535,0.0204578,0.0063219,0.0237265,
2009-02-13,0000,-0,-0.0071726,-0.0031604,-0.0002701,-0.0034933,-0.0085990,0.0108365,
2009-02-17,0000,0,0.0043373,0.0094745,0.0014650,-0.0125522,-0.0373050,-0.0399281,
2009-02-18,0000,0,0.0019514,0.0118595,0.0067346,-0.0086378,-0.0033485,-0.0039640,
2009-02-19,0000,-0,-0.0143606,-0.0105861,-0.0207192,-0.0247640,-0.0115156,-0.0606864,
2009-02-20,0000,-0,-0.0028312,0.0128077,0.0091206,0.0098527,-0.0075580,0.0157644,
2009-02-23,0000,0,0.0202182,0.0050179,-0.0107445,-0.0467385,-0.0402513,-0.0494950,
2009-02-24,0000,0,0.0109090,-0.0011505,0.0141441,0.0294487,0.0367980,0.0343546,
2009-02-25,0000,-0,-0.0055200,-0.0066326,0.0054929,-0.0023361,-0.0075042,0.0359877,
2009-02-26,0000,0,0.0010401,0.0073708,0.0084680,-0.0326130,-0.0171752,-0.0237753,
2009-02-27,0000,-0,-0.0375541,-0.0231459,-0.0296713,0.0009290,-0.0201880,-0.0046231,
2009-03-02,0000,0,0.0176334,0.0160010,0.0021441,-0.0251578,-0.0410234,-0.0420702,
2009-03-03,0000,0,0.0401487,0.0217355,0.0233583,-0.0154503,-0.0116468,-0.0055878,
2009-03-04,0000,-0,-0.0051468,0.0018675,0.0206547,0.0098690,0.0200177,0.0295102,
2009-03-05,0000,0,0.0083512,0.0104843,0.0035306,-0.0252310,-0.0376822,-0.0015209,
2009-03-06,0000,-0,-0.0081851,-0.0033231,-0.0054859,-0.0129381,-0.0009658,-0.0250756,
2009-03-09,0000,0,0.0383899,0.0139370,0.0091586,-0.0127696,-0.0062525,-0.0186906,
2009-03-10,0000,-0,-0.0015871,-0.0062690,0.0186850,0.0510425,0.0560311,0.0616012,
2009-03-11,0000,0,0.0129536,-0.0057964,-0.0011168,0.0049867,0.0024537,0.0129511,
2009-03-12,0000,0,0.0194056,0.0107037,0.0291461,0.0408947,0.0397608,0.0351934,
2009-03-13,0000,0,0.0116126,0.0061292,0.0148713,0.0031226,0.0060538,0.0132207,
2009-03-16,0000,0,0.0149233,0.0084282,0.0138989,-0.0293799,-0.0065659,-0.0391214,
2009-03-17,0000,0,0.0031176,-0.0053670,0.0012184,0.0358660,0.0311520,0.0372550,
2009-03-18,0000,-0,-0.0059780,-0.0108361,-0.0023054,0.0246644,0.0230881,0.0385962,
2009-03-19,0000,-0,-0.0074961,-0.0198786,-0.0149770,-0.0172432,-0.0177032,-0.0189555,
2009-03-20,0000,0,0.0410823,0.0198237,0.0317241,-0.0211903,-0.0208707,-0.0379041,
2009-03-23,0000,0,0.0020957,0.0008393,0.0225097,0.0414650,0.0615005,0.0462257,
2009-03-24,0000,0,0.0234410,0.0182553,0.0194898,-0.0126342,-0.0179626,-0.0126306,
2009-03-25,0000,0,0.0171382,0.0021888,0.0074593,0.0008895,0.0086868,-0.0014334,
2009-03-26,0000,-0,-0.0196890,-0.0144304,0.0007680,0.0236925,0.0225728,0.0437248,
2009-03-27,0000,-0,-0.0283684,-0.0301284,-0.0354683,-0.0122444,-0.0156139,-0.0043096,
2009-03-30,0000,0,0.0107875,-0.0007907,0.0009192,-0.0099814,-0.0273513,-0.0311179,
2009-03-31,0000,0,0.0289358,0.0080196,0.0194959,0.0064700,0.0087608,-0.0013858,
2009-04-01,0000,0,0.0202875,0.0081954,0.0291079,0.0301173,0.0215638,0.0240438,
2009-04-02,0000,0,0.0088289,-0.0021177,0.0101001,0.0141393,0.0237901,0.0255864,
2009-04-03,0000,-0,-0.0168829,-0.0062057,0.0047856,0.0079045,0.0087478,0.0280832,
2009-04-06,0000,0,0.0066310,0.0141603,0.0036992,0.0027821,-0.0051108,-0.0081914,
2009-04-07,0000,-0,-0.0002874,-0.0167207,-0.0244858,-0.0153495,-0.0227699,-0.0265791,
2009-04-08,0000,0,0.0435461,0.0237852,0.0395639,0.0086316,0.0101798,0.0201467,
2009-04-09,0000,0,0.0050343,-0.0005085,0.0197442,0.0203989,0.0318366,0.0297944,
2009-04-13,0000,0,0.0111295,0.0132809,0.0059464,0.0070767,0.0039593,-0.0024699,
2009-04-14,0000,0,0.0216002,-0.0007949,-0.0029769,-0.0072460,-0.0182769,0.0057200,
2009-04-15,0000,0,0.0097025,-0.0020843,0.0203396,0.0081387,0.0148112,0.0004061,
2009-04-16,0000,-0,-0.0527489,-0.0544134,-0.0420111,0.0149182,0.0124350,0.0189391,
2009-04-17,0000,-0,-0.0173916,0.0029715,0.0045454,0.0044648,0.0050828,0.0054943,
2009-04-20,0000,0,0.0376290,0.0366358,0.0169602,-0.0206068,-0.0431048,-0.0424815,
2009-04-21,0000,0,0.0021981,-0.0002328,0.0007985,0.0272653,0.0221509,0.0093493,
2009-04-22,0000,0,0.0021444,-0.0042909,-0.0018501,0.0097077,-0.0043981,0.0457225,
2009-04-23,0000,0,0.0031592,-0.0055027,0.0009404,0.0004479,0.0085689,-0.0093742,
2009-04-24,0000,-0,-0.0325688,-0.0397578,-0.0308008,0.0164435,0.0142226,0.0175439,
2009-04-27,0000,-0,-0.0208315,-0.0264512,-0.0193542,0.0038942,-0.0061923,-0.0003987,
2009-04-28,0000,0,0.0564199,-0.0024011,0.0030869,0.0033158,0.0007952,-0.0107863,
2009-04-29,0000,0,0.0511598,0.0047626,0.0631632,0.0135986,0.0192184,0.0124429,
2009-04-30,0000,0,0.0415005,0.0070770,0.0533663,-0.0088336,-0.0043308,0.0208100,
2009-05-04,0000,-0,-0.0263242,-0.0278702,0.0077650,0.0169260,0.0308959,0.0383043,
2009-05-05,0000,0,0.0324024,0.0269770,0.0284405,-0.0017901,-0.0025448,-0.0068850,
2009-05-06,0000,-0,-0.0143313,-0.0046631,0.0009387,-0.0054517,0.0169434,-0.0020769,
2009-05-07,0000,0,0.0108604,0.0111864,0.0016707,-0.0325479,-0.0134341,-0.0670595,
2009-05-08,0000,-0,-0.0047967,0.0098985,0.0095720,0.0031627,0.0217384,-0.0251953,
2009-05-11,0000,-0,-0.0156323,-0.0183022,-0.0334160,0.0101603,-0.0151225,0.0094431,
2009-05-12,0000,-0,-0.0136246,0.0055018,0.0081093,-0.0157000,-0.0023889,-0.0312951,
2009-05-13,0000,0,0.0129731,0.0002200,-0.0190080,-0.0195951,-0.0243008,-0.0143767,
2009-05-14,0000,0,0.0107011,0.0065787,0.0192508,0.0099040,0.0098872,0.0237744,
2009-05-15,0000,0,0.0346531,0.0093770,0.0134878,-0.0043746,-0.0111906,-0.0057689,
2009-05-18,0000,-0,-0.0061861,-0.0141911,0.0116864,0.0205154,0.0259863,0.0256288,
2009-05-19,0000,-0,-0.0026439,-0.0007339,0.0071648,0.0043470,-0.0016958,0.0221199,
2009-05-20,0000,-0,-0.0060657,0.0041615,0.0022608,-0.0091212,-0.0057002,-0.0080937,
2009-05-21,0000,0,0.0275184,0.0128805,0.0027429,-0.0086005,-0.0136098,-0.0168970,
2009-05-22,0000,-0,-0.0086028,-0.0154786,-0.0004202,-0.0059397,-0.0018940,-0.0031941,
2009-05-26,0000,0,0.0330953,0.0130442,0.0300895,0.0415384,0.0256281,0.0415542,
2009-05-27,0000,0,0.0035123,-0.0113933,0.0091543,-0.0083647,-0.0189125,0.0088657,
2009-06-01,0000,-0,-0.0206970,-0.0156913,-0.0007224,0.0178216,0.0207982,0.0394806,
2009-06-02,0000,-0,-0.0039374,-0.0031713,-0.0081153,0.0084821,0.0019794,-0.0249738,
2009-06-03,0000,-0,-0.0091053,-0.0150043,-0.0157794,0.0001753,-0.0115373,-0.0074025,
2009-06-04,0000,-0,-0.0043938,-0.0086640,-0.0028018,0.0109080,0.0105787,0.0190949,
2009-06-05,0000,0,0.0161351,0.0088774,0.0130733,-0.0078944,-0.0059356,-0.0215705,
2009-06-08,0000,-0,-0.0244472,-0.0346798,-0.0333048,0.0030015,0.0010861,0.0013304,
2009-06-09,0000,-0,-0.0030719,-0.0025053,0.0074092,0.0051878,0.0022071,0.0274908,
2009-06-10,0000,0,0.0143394,0.0165591,0.0160034,-0.0102154,-0.0038120,-0.0035311,
2009-06-11,0000,-0,-0.0299204,-0.0161827,-0.0184764,0.0040916,0.0061912,-0.0115822,
2009-06-12,0000,-0,-0.0227762,-0.0219514,-0.0357671,0.0034269,0.0029275,-0.0153572,
2009-06-15,0000,0,0.0030403,0.0000434,-0.0007636,-0.0118698,-0.0202767,-0.0025508,
2009-06-16,0000,0,0.0011750,-0.0070369,-0.0040188,-0.0161565,-0.0149457,-0.0307156,
2009-06-17,0000,-0,-0.0095152,-0.0166522,-0.0083619,0.0048892,-0.0012957,0.0066501,
2009-06-18,0000,0,0.0109344,0.0069297,0.0139011,-0.0007302,0.0081775,-0.0164198,
2009-06-19,0000,-0,-0.0080676,0.0133776,0.0173563,0.0013571,0.0013786,0.0058230,
2009-06-22,0000,0,0.0039241,-0.0014264,-0.0231933,-0.0245387,-0.0280950,-0.0334250,
2009-06-23,0000,0,0.0306664,0.0234041,0.0286219,-0.0036829,0.0018322,-0.0069384,
2009-06-24,0000,0,0.0134691,0.0046039,0.0120060,0.0063939,0.0051391,0.0092607,
2009-06-25,0000,-0,-0.0004944,-0.0080575,0.0009205,0.0253342,0.0226132,0.0257920,
2009-06-26,0000,-0,-0.0041771,-0.0189747,-0.0113297,0.0103687,0.0000653,0.0045619,
2009-06-29,0000,-0,-0.0061249,-0.0082663,0.0063758,0.0010683,0.0079484,-0.0008748,
2009-06-30,0000,0,0.0253821,0.0202342,0.0223150,-0.0056838,-0.0085172,0.0003420,
2009-07-01,0000,0,0.0029037,0.0080705,0.0132823,-0.0002167,0.0027184,0.0121714,
2009-07-02,0000,0,0.0086743,0.0048639,-0.0003196,-0.0151237,-0.0276879,-0.0014783,
2009-07-06,0000,-0,-0.0011743,0.0058688,0.0097257,0.0021819,0.0049515,-0.0117968,
2009-07-07,0000,0,0.0042917,0.0000240,-0.0070604,-0.0236346,-0.0199426,-0.0349385,
2009-07-08,0000,0,0.0162674,0.0076258,0.0118610,-0.0050539,-0.0026604,-0.0110783,
2009-07-09,0000,-0,-0.0017998,-0.0055540,0.0032024,-0.0025220,0.0015861,0.0128707,
2009-07-10,0000,-0,-0.0319413,-0.0404865,-0.0366018,0.0065033,-0.0010237,0.0083385,
2009-07-13,0000,0,0.0130960,0.0082101,0.0163554,0.0179455,0.0238389,0.0187719,
2009-07-14,0000,0,0.0279114,0.0098418,0.0147197,0.0050174,0.0055970,0.0140573,
2009-07-15,0000,-0,-0.0017367,-0.0123239,0.0061502,0.0189436,0.0241562,0.0133187,
2009-07-16,0000,0,0.0100670,-0.0001416,0.0103182,0.0153738,0.0112358,0.0240418,
2009-07-17,0000,0,0.0105582,0.0024817,0.0126635,0.0033393,-0.0001914,0.0136666,
2009-07-20,0000,-0,-0.0023054,-0.0060633,0.0020825,0.0064422,0.0095255,0.0077857,
2009-07-21,0000,0,0.0011992,0.0008461,0.0045782,-0.0006210,0.0027342,0.0020070,
2009-07-22,0000,0,0.0083262,-0.0009898,-0.0006360,0.0091104,0.0007023,0.0236273,
2009-07-23,0000,-0,-0.0054622,-0.0104943,-0.0010899,0.0246453,0.0227596,0.0215280,
2009-07-24,0000,0,0.0043403,0.0028812,0.0078467,0.0115618,0.0072504,0.0049521,
2009-07-27,0000,0,0.0204286,0.0145465,0.0159885,0.0016617,0.0036144,0.0075007,
2009-07-28,0000,-0,-0.0172790,-0.0143839,-0.0083291,0.0092381,-0.0018987,0.0057378,
2009-07-29,0000,0,0.0067050,-0.0051742,-0.0080431,0.0012400,-0.0025740,-0.0043905,
2009-07-30,0000,-0,-0.0106133,-0.0047247,0.0071492,-0.0009626,0.0108842,-0.0100316,
2009-07-31,0000,0,0.0130389,0.0028682,-0.0029759,-0.0011221,0.0006886,0.0008948,
2009-08-03,0000,-0,-0.0214478,-0.0249516,-0.0144971,0.0051080,0.0123774,0.0099016,
2009-08-04,0000,-0,-0.0135086,-0.0192006,-0.0157164,0.0074230,0.0042162,0.0073888,
2009-08-05,0000,-0,-0.0040575,-0.0026279,0.0029715,-0.0107373,-0.0026827,-0.0092477,
2009-08-06,0000,0,0.0066015,0.0034869,0.0020660,-0.0132022,-0.0070004,-0.0130403,
2009-08-10,0000,-0,-0.0037960,0.0006615,0.0037849,0.0004016,-0.0017774,-0.0107137,
2009-08-11,0000,0,0.0102396,0.0029802,-0.0014669,-0.0077828,-0.0114849,-0.0122102,
2009-08-12,0000,0,0.0200682,0.0121479,0.0193406,0.0138939,0.0117418,0.0152427,
2009-08-13,0000,-0,-0.0081814,-0.0031558,0.0048872,0.0000398,0.0067836,0.0157428,
2009-08-14,0000,-0,-0.0279106,-0.0147826,-0.0198664,-0.0102089,-0.0081068,-0.0211437,
2009-08-17,0000,0,0.0000614,-0.0078795,-0.0209182,-0.0095244,-0.0188317,-0.0177322,
2009-08-18,0000,-0,-0.0086633,-0.0081180,-0.0001753,0.0078582,0.0091445,0.0164912,
2009-08-19,0000,0,0.0001164,-0.0076754,-0.0082204,0.0182050,0.0096140,0.0153705,
2009-08-20,0000,-0,-0.0027990,-0.0196700,-0.0117855,0.0108837,0.0108798,0.0110658,
2009-08-21,0000,0,0.0107467,0.0104544,0.0268270,0.0102677,0.0166353,0.0151012,
2009-08-24,0000,-0,-0.0034989,-0.0045320,-0.0042353,-0.0040288,-0.0009946,-0.0096672,
2009-08-25,0000,-0,-0.0206911,-0.0144675,-0.0134242,-0.0006719,0.0013327,0.0013643,
2009-08-26,0000,0,0.0073104,0.0018697,-0.0042536,0.0015461,0.0007489,0.0060398,
2009-08-27,0000,0,0.0171646,0.0121060,0.0174908,0.0031661,0.0030747,0.0038188,
2009-08-28,0000,-0,-0.0015041,-0.0027776,0.0023572,-0.0107257,-0.0026144,0.0031814,
2009-08-31,0000,0,0.0188841,0.0263713,0.0276078,-0.0010353,-0.0044973,-0.0102881,
2009-09-01,0000,0,0.0133812,0.0104535,0.0028438,-0.0164611,-0.0215222,-0.0228369,
2009-09-02,0000,0,0.0148704,0.0061917,0.0091320,0.0035586,-0.0013270,-0.0015467,
2009-09-03,0000,0,0.0034649,-0.0019726,0.0067775,0.0037061,0.0070970,0.0111387,
2009-09-04,0000,0,0.0097849,0.0044888,0.0098912,0.0157521,0.0123573,0.0200168,
2009-09-08,0000,0,0.0217423,-0.0129008,-0.0087260,0.0014869,0.0065536,0.0101036,
2009-09-09,0000,-0,-0.0284219,-0.0239236,0.0110964,0.0104204,0.0077513,0.0106832,
2009-09-10,0000,0,0.0050470,0.0050606,0.0006896,0.0117753,0.0106786,0.0189982,
2009-09-11,0000,-0,-0.0092353,-0.0110363,-0.0110501,-0.0011726,-0.0011412,-0.0123272,
2009-09-14,0000,0,0.0195632,0.0103944,0.0121572,0.0122527,0.0087579,0.0092346,
2009-09-15,0000,0,0.0116931,0.0033977,0.0126313,0.0058545,0.0034200,0.0061140,
2009-09-16,0000,-0,-0.0052657,-0.0033956,0.0049563,0.0108244,0.0138198,0.0006425,
2009-09-17,0000,0,0.0079237,0.0083916,0.0065435,-0.0012554,-0.0022337,-0.0147823,
2009-09-18,0000,-0,-0.0000226,-0.0027378,-0.0032109,-0.0009330,0.0015913,0.0083313,
2009-09-21,0000,-0,-0.0038498,-0.0072031,-0.0044758,0.0078109,-0.0023294,0.0014400,
2009-09-22,0000,-0,-0.0165312,-0.0158904,-0.0125082,-0.0017332,0.0049549,0.0040992,
2009-09-23,0000,-0,-0.0101036,-0.0065386,-0.0071735,-0.0098573,-0.0111418,-0.0059206,
2009-09-24,0000,0,0.0046533,0.0063783,0.0028590,-0.0153966,-0.0112107,-0.0313893,
2009-09-25,0000,0,0.0072233,-0.0065728,-0.0083203,-0.0023530,-0.0048833,-0.0021181,
2009-09-28,0000,0,0.0094856,0.0059408,0.0195653,0.0135258,0.0165572,0.0143132,
2009-09-29,0000,0,0.0164627,0.0070048,0.0105458,-0.0035922,-0.0029040,-0.0175851,
2009-09-30,0000,-0,-0.0224162,-0.0047831,0.0047871,-0.0041839,-0.0037272,0.0050959,
2009-10-01,0000,0,0.0012230,-0.0004425,-0.0179995,-0.0263866,-0.0243336,-0.0534890,
2009-10-02,0000,0,0.0073895,0.0018473,0.0035090,0.0035496,-0.0043893,-0.0032291,
2009-10-05,0000,0,0.0181522,0.0075026,0.0130134,0.0056234,0.0130615,0.0151075,
2009-10-06,0000,-0,-0.0002863,-0.0011999,0.0095431,0.0110146,0.0120411,0.0137681,
2009-10-07,0000,-0,-0.0056545,-0.0149667,-0.0140405,0.0053404,0.0037160,-0.0039982,
2009-10-08,0000,0,0.0062177,-0.0001096,0.0090663,-0.0003578,0.0051151,-0.0076884,
2009-10-09,0000,-0,-0.0181322,-0.0026698,0.0036737,0.0090124,0.0057957,0.0305110,
2009-10-12,0000,0,0.0215203,0.0147619,-0.0004318,-0.0030339,0.0042372,0.0079152,
2009-10-13,0000,0,0.0166205,0.0060657,0.0128837,0.0005561,-0.0016493,-0.0039697,
2009-10-14,0000,-0,-0.0085996,-0.0088128,0.0019000,0.0029463,0.0122159,-0.0037069,
2009-10-15,0000,0,0.0000389,0.0003979,0.0006092,0.0041228,0.0056540,-0.0105222,
2009-10-16,0000,0,0.0122566,0.0050301,0.0046728,-0.0036767,-0.0064265,-0.0161385,
2009-10-19,0000,-0,-0.0072603,-0.0070304,0.0002837,0.0063915,0.0088259,0.0108361,
2009-10-20,0000,-0,-0.0076696,-0.0065247,-0.0067545,-0.0078393,-0.0069474,-0.0044360,
2009-10-21,0000,-0,-0.0053727,-0.0111489,-0.0122990,-0.0046728,-0.0082856,-0.0151548,
2009-10-22,0000,0,0.0064341,-0.0003085,0.0054057,0.0085762,0.0109341,0.0115041,
2009-10-23,0000,-0,-0.0086574,-0.0042760,0.0024933,-0.0149317,-0.0148388,-0.0276856,
2009-10-26,0000,0,0.0003077,0.0029057,-0.0014444,-0.0079184,-0.0125685,0.0019846,
2009-10-27,0000,-0,-0.0297029,-0.0137365,-0.0163779,-0.0132603,-0.0038837,-0.0281153,
2009-10-28,0000,0,0.0015602,-0.0083527,-0.0242343,-0.0212419,-0.0181081,-0.0226744,
2009-10-29,0000,-0,-0.0263073,-0.0120762,-0.0021267,0.0097781,0.0210297,0.0143201,
2009-10-30,0000,0,0.0137696,0.0132076,-0.0006680,-0.0227127,-0.0281995,-0.0336806,
2009-11-02,0000,0,0.0049432,-0.0022436,-0.0016728,0.0008686,0.0064245,0.0009752,
2009-11-03,0000,0,0.0128205,0.0122164,0.0192995,0.0112914,0.0042950,0.0062355,
2009-11-04,0000,0,0.0059590,-0.0073003,-0.0066842,-0.0058574,-0.0006116,-0.0008804,
2009-11-05,0000,0,0.0061077,-0.0071486,0.0061088,0.0125824,0.0181225,0.0149855,
2009-11-06,0000,0,0.0066659,-0.0034352,0.0097722,0.0108642,0.0040681,0.0036453,
2009-11-09,0000,-0,-0.0012704,-0.0026141,0.0074788,0.0118845,0.0190014,0.0228105,
2009-11-10,0000,0,0.0102919,0.0083959,0.0097248,0.0017851,0.0010521,0.0019581,
2009-11-11,0000,-0,-0.0041327,-0.0015409,0.0003741,0.0001708,0.0022485,0.0070623,
2009-11-12,0000,0,0.0066009,0.0018916,-0.0006914,-0.0083573,-0.0101817,-0.0092038,
2009-11-13,0000,0,0.0220317,0.0116404,0.0163038,0.0051663,0.0053865,0.0093228,
2009-11-16,0000,-0,-0.0140086,-0.0183973,-0.0076902,0.0093455,0.0136753,0.0147917,
2009-11-17,0000,0,0.0001674,0.0000013,0.0043107,0.0061984,0.0009907,0.0047487,
2009-11-18,0000,-0,-0.0033920,-0.0010309,-0.0008647,-0.0030687,0.0003244,-0.0073710,
2009-11-19,0000,-0,-0.0060845,-0.0076468,-0.0100235,-0.0090643,-0.0105398,-0.0201932,
2009-11-20,0000,0,0.0036553,-0.0010082,0.0005438,0.0004520,-0.0030054,0.0002598,
2009-11-23,0000,-0,-0.0005636,-0.0011109,0.0035530,0.0032445,0.0102871,0.0029212,
2009-11-24,0000,0,0.0098111,0.0048386,0.0053827,-0.0025401,-0.0001628,0.0028800,
2009-11-25,0000,-0,-0.0237510,-0.0072488,-0.0022160,0.0009421,0.0037276,0.0067282,
2009-11-27,0000,0,0.0043672,-0.0000633,0.0120413,0.0105123,-0.0128082,0.0102963,
2009-11-30,0000,0,0.0129205,0.0043508,0.0087617,0.0040427,0.0041620,0.0019997,
2009-12-01,0000,0,0.0023107,-0.0049521,0.0036978,0.0062414,0.0089912,0.0180885,
2009-12-02,0000,-0,-0.0062940,-0.0063555,0.0009174,0.0029839,0.0001893,0.0149989,
2009-12-03,0000,0,0.0025374,-0.0044740,-0.0044125,-0.0079516,-0.0097007,0.0092254,
2009-12-04,0000,0,0.0125066,0.0091247,0.0160411,-0.0042837,0.0050182,0.0048030,
2009-12-07,0000,-0,-0.0070564,-0.0043199,-0.0008920,-0.0007947,-0.0020576,0.0066227,
2009-12-08,0000,0,0.0095952,0.0063893,0.0036820,-0.0007961,-0.0101654,0.0057277,
2009-12-09,0000,-0,-0.0146175,-0.0188528,-0.0155654,0.0062782,0.0044528,0.0082869,
2009-12-10,0000,0,0.0106735,0.0109184,0.0150300,-0.0018440,0.0033202,-0.0049319,
2009-12-11,0000,0,0.0057906,0.0033239,0.0030771,-0.0048623,0.0022144,-0.0117826,
2009-12-14,0000,-0,-0.0047723,-0.0039590,-0.0014742,0.0044257,0.0056278,0.0070236,
2009-12-15,0000,0,0.0004356,-0.0064116,-0.0072269,-0.0011313,-0.0055780,-0.0011505,
2009-12-16,0000,-0,-0.0148574,-0.0080765,-0.0012180,-0.0015587,0.0005139,0.0129328,
2009-12-17,0000,0,0.0137490,0.0081497,0.0014780,-0.0061696,-0.0093789,-0.0087693,
2009-12-18,0000,0,0.0066751,-0.0013329,0.0043199,0.0063843,0.0041815,0.0107589,
2009-12-21,0000,0,0.0054100,0.0007574,0.0087487,0.0060867,0.0078452,0.0162484,
2009-12-22,0000,0,0.0053671,0.0011074,0.0057584,0.0044658,0.0031395,0.0040313,
2009-12-23,0000,0,0.0090116,0.0035411,0.0077905,0.0054766,0.0015617,-0.0022230,
2009-12-24,0000,0,0.0000050,-0.0043788,0.0011351,0.0051363,0.0047937,0.0112170,
2009-12-28,0000,-0,-0.0011264,-0.0042439,-0.0004544,0.0004539,0.0002217,-0.0117716,
2009-12-29,0000,0,0.0093511,0.0041135,0.0072051,-0.0024209,-0.0020867,-0.0049132,
2009-12-30,0000,0,0.0081789,0.0040229,0.0092610,0.0029329,0.0007901,0.0151913,
2009-12-31,0000,0,0.0066794,-0.0017751,0.0024050,-0.0104753,-0.0103130,-0.0048901,
2010-01-04,0000,-0,-0.0049301,-0.0080754,0.0004323,0.0060691,0.0145015,0.0056272,
2010-01-05,0000,0,0.0128779,0.0108699,0.0139560,0.0006237,0.0033963,-0.0006550,
2010-01-06,0000,-0,-0.0093978,-0.0130065,-0.0109500,-0.0028769,0.0012575,-0.0001911,
2010-01-07,0000,0,0.0029729,0.0016943,0.0052506,0.0008522,0.0047473,-0.0068176,
2010-01-08,0000,0,0.0062574,0.0038804,0.0051563,0.0107588,0.0038953,0.0159922,
2010-01-11,0000,-0,-0.0139114,-0.0041351,-0.0017390,-0.0053494,0.0008893,-0.0088375,
2010-01-12,0000,0,0.0020143,-0.0039883,-0.0137631,-0.0065591,-0.0066800,-0.0282925,
2010-01-13,0000,0,0.0113589,0.0053221,0.0112690,0.0079899,0.0073057,0.0101646,
2010-01-14,0000,-0,-0.0060576,0.0019493,0.0080066,0.0057969,0.0024206,-0.0032497,
2010-01-15,0000,0,0.0115980,0.0056897,-0.0022872,-0.0126705,-0.0102902,-0.0330461,
2010-01-19,0000,-0,-0.0146151,-0.0107360,-0.0034145,0.0126616,0.0123454,0.0145365,
2010-01-20,0000,-0,-0.0254269,-0.0075826,-0.0114495,-0.0056999,-0.0087080,-0.0002859,
2010-01-21,0000,-0,-0.0179891,-0.0074578,-0.0252999,-0.0143576,-0.0198839,-0.0088816,
2010-01-22,0000,0,0.0073048,0.0035171,-0.0068995,-0.0228859,-0.0217355,-0.0452821,
2010-01-25,0000,-0,-0.0344659,-0.0400352,-0.0360820,-0.0042926,0.0039935,0.0055060,
2010-01-26,0000,-0,-0.0012529,-0.0105410,-0.0051296,0.0001316,-0.0033237,-0.0003298,
2010-01-27,0000,-0,-0.0048437,0.0083721,0.0174863,0.0095030,0.0050661,0.0090976,
2010-01-28,0000,0,0.0079058,0.0061593,-0.0070860,-0.0189582,-0.0114335,-0.0337051,
2010-01-29,0000,-0,-0.0026396,-0.0171728,-0.0153854,-0.0237083,-0.0127948,-0.0389787,
2010-02-01,0000,-0,-0.0146136,-0.0274752,-0.0127947,0.0070882,0.0140471,0.0256969,
2010-02-02,0000,0,0.0052094,0.0032048,0.0156823,0.0084016,0.0120273,0.0100700,
2010-02-03,0000,-0,-0.0327768,-0.0028043,-0.0007876,0.0045187,-0.0030895,0.0023188,
2010-02-04,0000,-0,-0.0108286,-0.0145930,-0.0449179,-0.0239763,-0.0321133,-0.0371484,
2010-02-05,0000,-0,-0.0011165,-0.0044143,-0.0006877,0.0042968,0.0019415,0.0205619,
2010-02-08,0000,0,0.0285569,0.0183846,0.0197200,-0.0066085,-0.0082991,-0.0034184,
2010-02-09,0000,0,0.0238521,0.0004999,0.0108575,-0.0010368,0.0097710,0.0029684,
2010-02-10,0000,-0,-0.0058411,-0.0079140,0.0156348,0.0001909,-0.0014511,0.0025665,
2010-02-22,0000,-0,-0.0078694,0.0028720,0.0049227,-0.0039652,-0.0017960,-0.0072982,
2010-02-23,0000,0,0.0068640,0.0017531,-0.0090004,-0.0111004,-0.0117760,-0.0252952,
2010-02-24,0000,-0,-0.0157358,-0.0190468,-0.0138293,0.0060378,0.0084597,0.0142364,
2010-02-25,0000,0,0.0055613,-0.0020266,0.0012291,0.0114581,0.0015413,0.0111705,
2010-02-26,0000,0,0.0204951,0.0112052,0.0186929,0.0017067,0.0012585,0.0009443,
2010-03-01,0000,-0,-0.0027318,-0.0068442,0.0026153,0.0115105,0.0092766,0.0227195,
2010-03-02,0000,0,0.0045955,0.0000970,0.0041811,0.0007541,0.0011625,-0.0037208,
