date,code,oneDayAfter(open)(reg),oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),IXICClose-IXICOpen,GSPCClose-GSPCOpen,SOXClose-SOXOpen
2006-05-19,0000,-0,-0.0345253,-0.0249573,-0.0195856,0.0048043,0.0041199,0.0311638,
2006-05-22,0000,0,0.0043727,-0.0043995,-0.0137756,-0.0024346,-0.0039301,-0.0434820,
2006-05-23,0000,-0,-0.0017425,-0.0039654,0.0048030,-0.0137208,-0.0043610,-0.0164219,
2006-05-24,0000,0,0.0085575,-0.0044625,-0.0022385,0.0043058,0.0015971,0.0074402,
2006-05-25,0000,-0,-0.0055923,-0.0105022,0.0025961,0.0071921,0.0113679,-0.0044277,
2006-05-26,0000,-0,-0.0004052,-0.0049746,-0.0000916,0.0020223,0.0058196,0.0080982,
2006-05-30,0000,0,0.0110423,-0.0002648,0.0037670,-0.0174755,-0.0160096,-0.0221166,
2006-06-01,0000,0,0.0007690,0.0011811,0.0124719,0.0180372,0.0121800,0.0223410,
2006-06-02,0000,-0,-0.0407191,-0.0359628,-0.0363902,-0.0046994,0.0019484,-0.0014958,
2006-06-05,0000,0,0.0010341,0.0067887,0.0022287,-0.0196947,-0.0180749,-0.0309066,
2006-06-06,0000,-0,-0.0197193,-0.0119103,-0.0177733,-0.0053172,-0.0010919,-0.0044943,
2006-06-07,0000,-0,-0.0269359,-0.0363703,-0.0443680,-0.0068687,-0.0059388,-0.0241537,
2006-06-08,0000,-0,-0.0008865,0.0084799,0.0175060,0.0017387,0.0014707,-0.0017683,
2006-06-09,0000,-0,-0.0055488,0.0090922,-0.0002685,-0.0078967,-0.0044957,-0.0058537,
2006-06-12,0000,-0,-0.0008560,-0.0018746,-0.0166777,-0.0220674,-0.0119844,-0.0194404,
2006-06-13,0000,0,0.0288052,0.0193770,0.0203741,-0.0084006,-0.0101251,-0.0053070,
2006-06-14,0000,0,0.0087849,-0.0164042,-0.0066320,0.0050096,0.0051868,0.0135206,
2006-06-15,0000,-0,-0.0019995,-0.0021184,0.0227167,0.0213511,0.0208174,0.0399493,
2006-06-16,0000,-0,-0.0061872,0.0009859,0.0011044,-0.0049579,-0.0036915,-0.0089299,
2006-06-19,0000,-0,-0.0285911,-0.0271169,-0.0344918,-0.0124051,-0.0092006,-0.0096843,
2006-06-20,0000,0,0.0114006,-0.0087053,-0.0101530,-0.0018319,0.0000000,-0.0070172,
2006-06-21,0000,0,0.0007384,0.0088572,0.0286131,0.0149356,0.0096710,0.0204669,
2006-06-22,0000,0,0.0049409,0.0030764,-0.0050897,-0.0075319,-0.0050739,-0.0137581,
2006-06-23,0000,0,0.0086447,0.0090869,0.0109401,0.0005515,-0.0008759,-0.0084866,
2006-06-26,0000,-0,-0.0031367,0.0078541,0.0074113,0.0033792,0.0048458,0.0064687,
2006-06-27,0000,0,0.0118871,0.0061994,-0.0048097,-0.0163457,-0.0091591,-0.0389090,
2006-06-28,0000,0,0.0226546,0.0043603,0.0100584,0.0027938,0.0056260,-0.0057335,
2006-06-29,0000,-0,-0.0005708,-0.0039765,0.0144711,0.0243196,0.0211569,0.0383486,
2006-06-30,0000,0,0.0031474,-0.0012994,0.0020972,-0.0043184,-0.0020942,-0.0100743,
2006-07-03,0000,-0,-0.0058517,-0.0020729,0.0023773,0.0057158,0.0079129,0.0096186,
2006-07-05,0000,0,0.0031544,0.0043595,-0.0001337,-0.0099148,-0.0071917,-0.0326696,
2006-07-06,0000,-0,-0.0062271,0.0014398,0.0002312,-0.0005615,0.0027471,-0.0025999,
2006-07-07,0000,0,0.0093611,0.0108643,0.0032698,-0.0079012,-0.0067958,-0.0154158,
2006-07-10,0000,0,0.0014337,-0.0049991,-0.0065265,-0.0089894,0.0014834,-0.0225361,
2006-07-11,0000,-0,-0.0137054,-0.0072067,-0.0007597,0.0086619,0.0040631,0.0318523,
2006-07-12,0000,-0,-0.0184278,-0.0036482,-0.0101239,-0.0150557,-0.0109566,-0.0276985,
2006-07-13,0000,-0,-0.0108578,-0.0068855,-0.0217127,-0.0108465,-0.0131210,-0.0145002,
2006-07-14,0000,-0,-0.0232235,-0.0231663,-0.0272029,-0.0081135,-0.0049264,-0.0049388,
2006-07-17,0000,0,0.0095179,0.0044326,0.0043769,0.0014526,-0.0013852,-0.0055068,
2006-07-18,0000,0,0.0165063,-0.0064264,-0.0012856,0.0000196,0.0019242,-0.0037755,
2006-07-19,0000,-0,-0.0042069,0.0031240,0.0258390,0.0206804,0.0183123,0.0223638,
2006-07-20,0000,-0,-0.0126440,0.0036308,-0.0036963,-0.0217758,-0.0085500,-0.0256848,
2006-07-21,0000,0,0.0181073,0.0067300,-0.0094943,-0.0073600,-0.0071193,-0.0500156,
2006-07-24,0000,-0,-0.0068597,-0.0066234,0.0049069,0.0152049,0.0163850,0.0179879,
2006-07-25,0000,-0,-0.0015817,-0.0020545,-0.0022897,0.0065191,0.0062811,0.0107025,
2006-07-26,0000,0,0.0109519,0.0123621,0.0128281,0.0019319,-0.0003705,-0.0009095,
2006-07-27,0000,0,0.0119772,0.0046342,0.0032129,-0.0136775,-0.0039582,0.0106489,
2006-07-28,0000,-0,-0.0098444,-0.0114105,-0.0039491,0.0137813,0.0120449,0.0295238,
2006-07-31,0000,-0,-0.0059693,-0.0035908,-0.0020368,0.0017261,-0.0014648,0.0013325,
2006-08-01,0000,0,0.0107420,0.0069830,0.0046296,-0.0088992,-0.0059878,-0.0203446,
2006-08-02,0000,-0,-0.0019960,-0.0052133,-0.0014082,0.0042813,0.0052293,0.0103484,
2006-08-03,0000,-0,-0.0088827,-0.0062801,-0.0030593,0.0132770,0.0016012,0.0151073,
2006-08-04,0000,0,0.0025905,-0.0014618,-0.0040520,-0.0109254,-0.0007035,-0.0097316,
2006-08-07,0000,0,0.0078859,0.0091447,0.0131541,-0.0033534,-0.0027748,-0.0061195,
2006-08-08,0000,0,0.0093650,0.0120687,0.0108136,-0.0090594,-0.0032954,-0.0069260,
2006-08-09,0000,0,0.0086503,0.0035463,0.0008193,-0.0122702,-0.0040918,0.0070485,
2006-08-10,0000,-0,-0.0036442,-0.0062973,-0.0011429,0.0090552,0.0047885,0.0147569,
2006-08-11,0000,0,0.0060391,0.0035436,0.0061707,-0.0041405,-0.0038682,-0.0230149,
2006-08-14,0000,0,0.0086342,-0.0020211,0.0004883,-0.0019188,0.0012143,0.0110268,
2006-08-15,0000,0,0.0098860,0.0015530,0.0121703,0.0106477,0.0135270,0.0358915,
2006-08-16,0000,0,0.0012438,-0.0029004,0.0054697,0.0104581,0.0078430,0.0415464,
2006-08-17,0000,-0,-0.0068020,-0.0059990,-0.0018420,0.0061689,0.0016262,0.0056264,
2006-08-18,0000,-0,-0.0292733,-0.0322476,-0.0330714,0.0031470,0.0037011,-0.0005383,
2006-08-21,0000,0,0.0091030,0.0099360,0.0127887,-0.0019369,-0.0036840,-0.0208815,
2006-08-22,0000,-0,-0.0068241,-0.0043210,-0.0051660,0.0021907,0.0010009,-0.0020879,
2006-08-23,0000,0,0.0083080,0.0016197,-0.0008686,-0.0085494,-0.0044393,-0.0112807,
2006-08-24,0000,-0,-0.0122393,-0.0105114,-0.0037418,-0.0024472,0.0023841,0.0029452,
2006-08-25,0000,-0,-0.0044866,-0.0109112,-0.0126397,0.0037939,-0.0006409,-0.0018908,
2006-08-28,0000,0,0.0057789,-0.0009367,0.0054245,0.0093396,0.0051391,0.0103777,
2006-08-29,0000,0,0.0186516,0.0096309,0.0162757,0.0047599,0.0020778,0.0146957,
2006-08-30,0000,-0,-0.0023885,-0.0054297,0.0037282,0.0048771,0.0012793,0.0163530,
2006-08-31,0000,0,0.0111354,0.0029512,0.0059671,-0.0024820,-0.0003298,-0.0100841,
2006-09-01,0000,0,0.0086386,0.0065578,0.0147124,-0.0006383,0.0054996,-0.0108657,
2006-09-05,0000,-0,-0.0111481,-0.0036481,-0.0069269,0.0057850,0.0017590,0.0164395,
2006-09-06,0000,0,0.0037995,0.0069467,-0.0004742,-0.0100838,-0.0098288,-0.0325540,
2006-09-07,0000,0,0.0074840,0.0043328,0.0011773,-0.0022085,-0.0047835,-0.0021811,
2006-09-08,0000,-0,-0.0023857,-0.0030595,0.0001150,0.0026642,0.0037724,0.0066562,
2006-09-11,0000,-0,-0.0015955,-0.0109648,-0.0102857,0.0097228,0.0005233,0.0269247,
2006-09-12,0000,-0,-0.0000209,-0.0034269,0.0058726,0.0185981,0.0102589,0.0340809,
2006-09-13,0000,-0,-0.0155717,-0.0134417,-0.0100017,0.0057773,0.0040438,-0.0083059,
2006-09-14,0000,0,0.0294395,0.0143779,0.0123064,0.0031408,-0.0013067,0.0027812,
2006-09-15,0000,0,0.0163564,0.0141969,0.0292613,-0.0034398,0.0025613,-0.0029501,
2006-09-18,0000,-0,-0.0068886,-0.0022843,-0.0000886,0.0012345,0.0010067,0.0125443,
2006-09-19,0000,0,0.0106826,0.0039795,-0.0005961,-0.0078700,-0.0026790,-0.0195232,
2006-09-20,0000,-0,-0.0075827,-0.0050044,0.0017591,0.0047850,0.0052068,0.0014993,
2006-09-21,0000,0,0.0010785,0.0019374,-0.0006230,-0.0088437,-0.0052047,-0.0191117,
2006-09-22,0000,0,0.0094110,0.0045622,0.0037056,-0.0065888,-0.0024719,-0.0067216,
2006-09-25,0000,0,0.0017306,-0.0062723,-0.0013707,0.0096484,0.0087381,0.0207352,
2006-09-26,0000,-0,-0.0002128,-0.0015562,0.0064092,0.0060230,0.0074831,-0.0032898,
2006-09-27,0000,-0,-0.0099036,-0.0102366,-0.0088815,0.0031899,0.0003516,-0.0077451,
2006-09-28,0000,0,0.0029012,-0.0006305,-0.0003007,0.0013612,0.0017328,0.0092802,
2006-09-29,0000,0,0.0049899,0.0076886,0.0111910,-0.0065842,-0.0024703,-0.0134374,
2006-10-02,0000,0,0.0036884,0.0021288,-0.0005850,-0.0086700,-0.0033801,-0.0036845,
2006-10-03,0000,-0,-0.0017295,-0.0134968,-0.0119128,0.0047423,0.0020913,0.0001115,
2006-10-04,0000,0,0.0041106,0.0059309,0.0174726,0.0222921,0.0121389,0.0203385,
2006-10-05,0000,0,0.0068693,0.0031713,0.0013459,0.0072886,0.0024977,-0.0024374,
2006-10-11,0000,0,0.0038852,-0.0068981,-0.0031627,0.0015596,-0.0024668,0.0152854,
2006-10-12,0000,0,0.0034905,0.0012180,0.0119143,0.0118917,0.0094583,0.0106672,
2006-10-13,0000,0,0.0025412,-0.0011403,0.0011375,0.0053409,0.0020504,0.0130074,
2006-10-16,0000,-0,-0.0159343,-0.0082995,-0.0107828,0.0019671,0.0025200,0.0058049,
2006-10-17,0000,-0,-0.0030397,-0.0006213,-0.0081980,-0.0038892,-0.0036656,-0.0178764,
2006-10-18,0000,0,0.0041211,-0.0006933,-0.0031119,-0.0078172,0.0013692,-0.0243756,
2006-10-19,0000,0,0.0017112,0.0013808,0.0061852,0.0035883,0.0007389,-0.0009352,
2006-10-20,0000,0,0.0048206,-0.0002045,0.0001264,0.0005806,0.0012129,-0.0095029,
2006-10-23,0000,0,0.0033986,0.0030448,0.0080536,0.0073910,0.0061292,0.0060060,
2006-10-24,0000,-0,-0.0023704,-0.0056729,-0.0053159,-0.0032625,0.0002614,-0.0125998,
2006-10-25,0000,0,0.0041321,-0.0003262,0.0029587,0.0041670,0.0035161,0.0204610,
2006-10-26,0000,-0,-0.0088638,-0.0036406,0.0008325,0.0075701,0.0049457,0.0104711,
2006-10-27,0000,-0,-0.0042306,-0.0078411,-0.0130861,-0.0104441,-0.0083857,-0.0182618,
2006-10-30,0000,0,0.0022342,0.0001382,0.0037201,0.0070058,0.0004572,0.0098819,
2006-10-31,0000,-0,-0.0039453,-0.0031480,-0.0010451,-0.0008620,0.0000073,0.0009386,
2006-11-01,0000,0,0.0100696,0.0098444,0.0090575,-0.0167670,-0.0072744,-0.0215674,
2006-11-02,0000,-0,-0.0060851,0.0114360,0.0116608,0.0040874,-0.0000731,-0.0025260,
2006-11-03,0000,0,0.0225048,0.0117338,-0.0057819,-0.0035396,-0.0022063,0.0002449,
2006-11-06,0000,0,0.0002597,-0.0019834,0.0089371,0.0102665,0.0112409,0.0153361,
2006-11-07,0000,0,0.0012663,-0.0031247,-0.0008790,0.0041543,0.0022345,0.0175815,
2006-11-08,0000,-0,-0.0069974,-0.0082183,-0.0038050,0.0088136,0.0023237,0.0033715,
2006-11-09,0000,0,0.0031993,0.0020072,0.0032157,-0.0097937,-0.0051512,-0.0233622,
2006-11-10,0000,0,0.0004008,-0.0065470,-0.0053447,0.0047955,0.0018611,0.0085624,
2006-11-13,0000,0,0.0094852,0.0025513,0.0094364,0.0070064,0.0027737,0.0168826,
2006-11-14,0000,0,0.0024792,-0.0024348,0.0045337,0.0093020,0.0063594,0.0271689,
2006-11-15,0000,0,0.0013567,-0.0020696,0.0028426,0.0051622,0.0026207,0.0042369,
2006-11-16,0000,-0,-0.0021992,-0.0031462,0.0002838,0.0008044,0.0023075,0.0042805,
2006-11-17,0000,-0,-0.0010704,-0.0006775,0.0002672,0.0025472,0.0010277,-0.0016555,
2006-11-20,0000,0,0.0097380,0.0069852,0.0065954,0.0047131,-0.0004784,0.0183844,
2006-11-21,0000,0,0.0056015,0.0025528,0.0053179,0.0000774,0.0016966,-0.0104252,
2006-11-22,0000,0,0.0031712,0.0018132,0.0048641,0.0011233,0.0024181,0.0115979,
2006-11-24,0000,-0,-0.0063000,0.0004748,0.0094410,0.0042800,-0.0035619,-0.0016758,
2006-11-27,0000,0,0.0038614,-0.0003667,-0.0071471,-0.0200547,-0.0137414,-0.0210112,
2006-11-28,0000,0,0.0067659,-0.0003144,0.0039135,0.0063375,0.0036850,0.0040129,
2006-11-29,0000,0,0.0079130,0.0053186,0.0123591,0.0038319,0.0095535,-0.0074099,
2006-11-30,0000,0,0.0045368,0.0034228,0.0060221,0.0004194,0.0008282,0.0056783,
2006-12-01,0000,0,0.0101375,0.0032588,0.0043730,-0.0072683,-0.0028066,-0.0103989,
2006-12-04,0000,-0,-0.0085608,-0.0118596,-0.0048765,0.0112196,0.0088353,0.0175624,
2006-12-05,0000,0,0.0080978,0.0076092,0.0108445,-0.0013538,0.0040007,0.0042289,
2006-12-06,0000,-0,-0.0051031,-0.0013790,-0.0008860,-0.0006869,-0.0010616,0.0068122,
2006-12-07,0000,-0,-0.0029270,-0.0028469,-0.0065765,-0.0090415,-0.0039580,-0.0184576,
2006-12-08,0000,-0,-0.0040685,-0.0030964,-0.0031765,0.0056167,0.0018229,-0.0002304,
2006-12-11,0000,-0,-0.0166724,-0.0196003,-0.0205884,0.0022515,0.0022859,-0.0009030,
2006-12-12,0000,-0,-0.0031825,-0.0039918,-0.0011087,-0.0047006,-0.0010201,-0.0069581,
2006-12-13,0000,0,0.0119918,0.0032217,0.0040252,-0.0048142,0.0013374,-0.0159954,
2006-12-14,0000,0,0.0029080,-0.0010598,0.0077479,0.0073762,0.0086497,0.0167959,
2006-12-15,0000,0,0.0073353,0.0073184,0.0112530,-0.0041348,0.0011282,-0.0028371,
2006-12-18,0000,0,0.0004182,-0.0034044,-0.0033873,-0.0110282,-0.0032338,-0.0012384,
2006-12-19,0000,0,0.0036182,0.0026685,0.0064681,0.0038978,0.0021956,-0.0093251,
2006-12-20,0000,-0,-0.0024762,-0.0045532,-0.0035967,-0.0018084,-0.0013909,0.0041871,
2006-12-21,0000,0,0.0027840,0.0020569,0.0041202,-0.0059151,-0.0034548,-0.0149196,
2006-12-22,0000,0,0.0014174,-0.0014699,-0.0007402,-0.0061636,-0.0052029,-0.0071171,
2006-12-26,0000,0,0.0021561,-0.0036091,0.0007229,0.0063352,0.0043405,0.0080216,
2006-12-27,0000,-0,-0.0039031,-0.0058102,-0.0000323,0.0051168,0.0071557,0.0005319,
2006-12-28,0000,0,0.0157265,0.0097268,0.0116045,0.0001031,-0.0014319,-0.0002772,
2006-12-29,0000,0,0.0105029,0.0062355,0.0122563,-0.0032046,-0.0045195,-0.0023124,
2007-01-03,0000,0,0.0012985,0.0005823,0.0021690,-0.0027072,-0.0010095,-0.0104288,
2007-01-04,0000,-0,-0.0207789,-0.0133532,-0.0126270,0.0120688,0.0012268,0.0184436,
2007-01-05,0000,-0,-0.0000244,-0.0054106,-0.0127780,-0.0044449,-0.0061218,-0.0046473,
2007-01-08,0000,-0,-0.0053158,0.0014929,0.0068421,0.0012099,0.0025339,0.0041531,
2007-01-09,0000,-0,-0.0017025,-0.0050308,-0.0118841,0.0002332,-0.0005170,0.0046699,
2007-01-10,0000,-0,-0.0013573,-0.0138543,-0.0104967,0.0102833,0.0043468,0.0209190,
2007-01-11,0000,0,0.0123279,0.0061945,0.0184444,0.0080327,0.0063070,-0.0041877,
2007-01-12,0000,-0,-0.0021995,-0.0033931,0.0027995,0.0084305,0.0048297,0.0059895,
2007-01-16,0000,0,0.0120297,0.0097243,0.0053485,-0.0027144,0.0008171,-0.0106608,
2007-01-17,0000,0,0.0009174,0.0054362,0.0077516,-0.0034161,-0.0008038,-0.0011637,
2007-01-18,0000,0,0.0008517,-0.0024732,-0.0070280,-0.0131466,-0.0029586,-0.0328367,
2007-01-19,0000,-0,-0.0036657,-0.0030220,0.0003048,0.0055807,0.0029011,0.0074864,
2007-01-22,0000,0,0.0133195,0.0019001,0.0012595,-0.0096377,-0.0052848,-0.0109679,
2007-01-23,0000,0,0.0049357,-0.0009703,0.0104820,0.0012955,0.0035294,-0.0003092,
2007-01-24,0000,-0,-0.0200479,-0.0074295,-0.0014854,0.0094353,0.0084506,0.0099625,
2007-01-25,0000,0,0.0007431,-0.0005664,-0.0130988,-0.0143905,-0.0113912,-0.0061167,
2007-01-26,0000,-0,-0.0087641,-0.0102918,-0.0089695,-0.0023034,-0.0012094,0.0121224,
2007-01-29,0000,-0,-0.0004820,-0.0030517,-0.0015349,0.0026423,-0.0009925,-0.0023684,
2007-01-30,0000,-0,-0.0010953,-0.0078121,-0.0052301,0.0008086,0.0057460,-0.0016286,
2007-01-31,0000,0,0.0003688,-0.0064610,0.0002467,0.0083606,0.0066679,0.0041836,
2007-02-01,0000,0,0.0041879,0.0029407,0.0097068,-0.0023092,0.0055604,0.0054048,
2007-02-02,0000,0,0.0037780,-0.0004690,0.0007825,0.0006826,0.0016915,0.0082103,
2007-02-05,0000,0,0.0099395,0.0075485,0.0117614,-0.0017931,-0.0009261,0.0006208,
2007-02-06,0000,-0,-0.0024443,-0.0056955,-0.0032726,-0.0017358,0.0007044,-0.0058544,
2007-02-07,0000,-0,-0.0036115,-0.0042462,-0.0009997,0.0027183,0.0018000,0.0156648,
2007-02-08,0000,-0,-0.0026474,0.0015713,0.0022024,0.0016756,-0.0011600,-0.0049488,
2007-02-09,0000,-0,-0.0057041,-0.0064426,-0.0106952,-0.0129400,-0.0070859,-0.0140163,
2007-02-12,0000,0,0.0024241,-0.0058474,-0.0051093,-0.0041830,-0.0032301,-0.0098954,
2007-02-13,0000,0,0.0174346,0.0010846,0.0092990,0.0018822,0.0076441,0.0043498,
2007-02-14,0000,-0,-0.0038704,-0.0049619,0.0114871,0.0081740,0.0078266,0.0209110,
2007-02-26,0000,-0,-0.0260988,-0.0008643,0.0002227,-0.0081932,-0.0011522,-0.0030124,
2007-02-27,0000,-0,-0.0070923,-0.0037715,-0.0290793,-0.0252839,-0.0358889,-0.0240651,
2007-03-01,0000,-0,-0.0011996,0.0022710,-0.0010299,0.0112428,-0.0025870,0.0021719,
2007-03-02,0000,-0,-0.0103397,-0.0018388,-0.0053236,-0.0092314,-0.0115271,-0.0158885,
2007-03-05,0000,0,0.0182446,0.0096604,0.0142933,-0.0116718,-0.0094533,-0.0040620,
2007-03-06,0000,0,0.0002075,-0.0047214,0.0039875,0.0092196,0.0153002,0.0075829,
2007-03-07,0000,0,0.0128732,0.0074070,0.0122764,-0.0033731,-0.0021911,-0.0029994,
2007-03-08,0000,-0,-0.0006123,-0.0062908,-0.0007492,-0.0036939,0.0071404,0.0068892,
2007-03-09,0000,0,0.0069866,0.0023594,0.0079891,-0.0065255,0.0006772,-0.0006526,
2007-03-12,0000,-0,-0.0148251,0.0025117,0.0071382,0.0071390,0.0027015,0.0085122,
2007-03-13,0000,0,0.0103437,0.0023170,-0.0150232,-0.0162897,-0.0205232,-0.0130694,
2007-03-14,0000,0,0.0097935,0.0083537,0.0163319,0.0087699,0.0067115,0.0040534,
2007-03-15,0000,0,0.0041876,0.0016386,0.0030882,0.0032287,0.0037133,0.0005060,
2007-03-16,0000,0,0.0057436,-0.0002714,0.0022824,-0.0017533,-0.0038430,-0.0043009,
2007-03-19,0000,-0,-0.0005103,-0.0062136,-0.0001629,0.0040720,0.0107770,-0.0086962,
2007-03-20,0000,0,0.0080753,-0.0029999,0.0026853,0.0055601,0.0063079,0.0084027,
2007-03-21,0000,-0,-0.0011513,-0.0025525,0.0085177,0.0164419,0.0168079,0.0133693,
2007-03-22,0000,0,0.0055809,0.0031428,0.0045360,-0.0021699,-0.0003485,-0.0144042,
2007-03-23,0000,-0,-0.0002323,-0.0000977,0.0023484,-0.0011842,0.0010932,0.0049242,
2007-03-26,0000,-0,-0.0056354,-0.0040267,-0.0041618,0.0016411,0.0009670,-0.0010443,
2007-03-27,0000,-0,-0.0086992,-0.0057112,-0.0073227,-0.0047140,-0.0062158,-0.0050259,
2007-03-28,0000,0,0.0143036,0.0106086,0.0076691,-0.0041744,-0.0078463,-0.0119375,
2007-03-29,0000,0,0.0013210,0.0008447,0.0045761,-0.0060466,0.0037679,-0.0139872,
2007-03-30,0000,0,0.0008487,-0.0004033,0.0000736,0.0007144,-0.0011683,0.0000000,
2007-04-02,0000,0,0.0118628,0.0047952,0.0060407,-0.0012798,0.0026114,-0.0014395,
2007-04-03,0000,0,0.0072922,0.0018689,0.0089573,0.0073582,0.0093895,0.0062740,
2007-04-04,0000,0,0.0020088,0.0010203,0.0064482,0.0027454,0.0011255,0.0082238,
2007-04-09,0000,0,0.0011308,-0.0020066,-0.0010151,-0.0035801,0.0005815,-0.0058591,
2007-04-10,0000,-0,-0.0037159,0.0013334,0.0044604,0.0038263,0.0026305,0.0080784,
2007-04-11,0000,0,0.0069505,0.0038909,-0.0011455,-0.0075021,-0.0065051,-0.0104821,
2007-04-12,0000,-0,-0.0090515,-0.0122190,-0.0091099,0.0099181,0.0061680,0.0099395,
2007-04-13,0000,0,0.0075920,0.0022001,0.0053225,0.0049158,0.0034759,-0.0059063,
2007-04-16,0000,-0,-0.0149411,-0.0177554,-0.0105851,0.0070602,0.0105494,0.0032068,
2007-04-17,0000,-0,-0.0003472,0.0027426,0.0055002,-0.0008622,0.0020456,-0.0051749,
2007-04-18,0000,-0,-0.0079182,-0.0114038,-0.0145374,0.0012587,0.0006995,0.0249871,
2007-04-19,0000,0,0.0116910,0.0033691,0.0068038,0.0032451,-0.0011899,0.0072774,
2007-04-20,0000,0,0.0002821,0.0001136,0.0084627,0.0004592,0.0092027,0.0008208,
2007-04-23,0000,0,0.0029779,0.0041268,0.0042946,-0.0008321,-0.0022959,-0.0066108,
2007-04-24,0000,0,0.0013645,-0.0063985,-0.0075595,-0.0015250,-0.0003513,0.0293175,
2007-04-25,0000,-0,-0.0033955,-0.0058350,0.0019237,0.0056321,0.0101242,0.0078952,
2007-04-26,0000,-0,-0.0079763,-0.0088145,-0.0063678,0.0011627,-0.0006826,0.0079371,
2007-04-27,0000,-0,-0.0069955,-0.0102356,-0.0093963,0.0010676,-0.0000937,-0.0149397,
2007-04-30,0000,0,0.0067135,0.0002885,0.0034949,-0.0130530,-0.0078928,-0.0120907,
2007-05-02,0000,0,0.0046064,-0.0034693,0.0029798,0.0101179,0.0065445,0.0087278,
2007-05-03,0000,0,0.0161570,0.0093094,0.0172823,0.0017969,0.0045461,0.0036971,
2007-05-04,0000,-0,-0.0013179,-0.0008539,0.0060639,-0.0009136,0.0021719,0.0088606,
2007-05-07,0000,-0,-0.0023986,-0.0019356,-0.0024000,-0.0006573,0.0025903,-0.0024413,
2007-05-08,0000,0,0.0003237,-0.0048928,-0.0053572,0.0033324,-0.0010877,-0.0052482,
2007-05-09,0000,-0,-0.0085169,0.0002643,0.0054540,0.0072622,0.0034775,0.0172874,
2007-05-10,0000,0,0.0056726,0.0006450,-0.0081329,-0.0122586,-0.0139862,-0.0213670,
2007-05-11,0000,-0,-0.0061788,-0.0051790,-0.0001220,0.0080243,0.0095494,0.0120429,
2007-05-14,0000,-0,-0.0042071,-0.0059624,-0.0069630,-0.0069155,-0.0017364,-0.0016266,
2007-05-15,0000,0,0.0050600,-0.0000501,0.0016949,-0.0076744,-0.0012790,-0.0121667,
2007-05-16,0000,0,0.0045140,0.0010401,0.0061446,0.0057745,0.0088433,-0.0012864,
2007-05-17,0000,0,0.0001512,-0.0039668,-0.0004755,-0.0019454,-0.0008329,-0.0105017,
2007-05-18,0000,0,0.0112465,0.0091334,0.0131977,0.0040571,0.0065736,-0.0012406,
2007-05-21,0000,0,0.0089329,0.0036197,0.0057446,0.0069257,0.0015409,-0.0012631,
2007-05-22,0000,-0,-0.0001069,-0.0013063,0.0040332,0.0030834,-0.0006430,0.0038132,
2007-05-23,0000,-0,-0.0074744,-0.0018548,-0.0006548,-0.0060418,-0.0011890,-0.0131933,
2007-05-24,0000,0,0.0029592,-0.0013002,-0.0069167,-0.0154812,-0.0096782,-0.0157882,
2007-05-25,0000,-0,-0.0019722,-0.0046599,-0.0003862,0.0038245,0.0054297,0.0036827,
2007-05-29,0000,0,0.0049862,-0.0020215,-0.0041916,0.0042845,0.0016863,0.0056709,
2007-05-30,0000,0,0.0038899,-0.0073383,-0.0002934,0.0140477,0.0082537,-0.0033027,
2007-05-31,0000,0,0.0088242,0.0015927,0.0127214,0.0019389,0.0002809,0.0139475,
2007-06-01,0000,0,0.0013615,-0.0018445,0.0054118,-0.0000344,0.0037231,0.0032654,
2007-06-04,0000,0,0.0011164,-0.0020990,0.0011079,0.0046748,0.0018841,0.0012030,
2007-06-05,0000,-0,-0.0038258,-0.0019291,0.0012857,0.0000268,-0.0053366,-0.0059108,
2007-06-06,0000,-0,-0.0012922,0.0067371,0.0048568,-0.0047851,-0.0086926,-0.0118111,
2007-06-07,0000,0,0.0075164,0.0014999,-0.0065717,-0.0141616,-0.0178706,-0.0171009,
2007-06-08,0000,0,0.0024690,-0.0014570,0.0045774,0.0125897,0.0112491,0.0292612,
2007-06-11,0000,0,0.0020016,-0.0001720,0.0037490,0.0009758,0.0009807,-0.0039682,
2007-06-12,0000,0,0.0038854,-0.0050441,-0.0028599,-0.0041729,-0.0107971,-0.0089871,
2007-06-13,0000,0,0.0115231,0.0034920,0.0123457,0.0092320,0.0151880,0.0141998,
2007-06-14,0000,0,0.0152440,0.0063287,0.0143370,0.0058744,0.0048524,0.0107888,
2007-06-15,0000,0,0.0156819,0.0119485,0.0208134,0.0005254,0.0064844,0.0163585,
2007-06-20,0000,0,0.0102365,0.0071057,0.0108574,-0.0124002,-0.0137754,-0.0068329,
2007-06-21,0000,-0,-0.0070985,-0.0037982,-0.0006330,0.0073788,0.0063658,0.0288976,
2007-06-22,0000,0,0.0073067,-0.0005095,-0.0037990,-0.0082659,-0.0130644,-0.0145821,
2007-06-25,0000,-0,-0.0116821,-0.0112873,-0.0082836,-0.0052424,-0.0032182,-0.0147029,
2007-06-26,0000,0,0.0058779,-0.0020431,-0.0024344,-0.0058505,-0.0032085,-0.0030047,
2007-06-27,0000,0,0.0019581,-0.0024582,0.0054662,0.0159364,0.0091082,0.0215285,
2007-06-28,0000,-0,-0.0031908,-0.0055126,-0.0010829,0.0008549,-0.0004051,-0.0084422,
2007-06-29,0000,0,0.0088465,0.0039958,0.0062957,-0.0064189,-0.0015632,-0.0039907,
