date,code,oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),oneDayAfter(open),oneDay(close-open),oneDay(close-close),tc0-tot,tc0-tl1,ic0-ih1,gc0-gl1,gc0-gc1
2009-10-22,0000,0,-0.0003085,0.0054057,1.0000000,-1.0000000,1.0000000,-0.0057453,-0.0088960,-0.0117074,0.0111080,0.0016927,
2009-10-23,0000,-0,-0.0042760,0.0024933,-1.0000000,-1.0000000,1.0000000,-0.0067863,0.0093329,-0.0068230,0.0049000,-0.0016673,
2009-10-26,0000,0,0.0029057,-0.0014444,1.0000000,1.0000000,-1.0000000,0.0043438,0.0069962,-0.0227047,-0.0080041,-0.0243310,
2009-10-27,0000,-0,-0.0137365,-0.0163779,-1.0000000,-1.0000000,-1.0000000,0.0025988,-0.0001149,-0.0319079,-0.0017115,-0.0152246,
2009-10-28,0000,0,-0.0083527,-0.0242343,1.0000000,-1.0000000,-1.0000000,0.0155058,-0.0069791,-0.0433432,-0.0172544,-0.0233256,
2009-10-29,0000,-0,-0.0120762,-0.0021267,-1.0000000,-1.0000000,-1.0000000,-0.0099284,-0.0242343,-0.0068127,0.0224367,0.0025326,
2009-10-30,0000,0,0.0132076,-0.0006680,1.0000000,1.0000000,-1.0000000,0.0138663,0.0145026,-0.0274900,-0.0072381,-0.0062151,
2009-11-02,0000,0,-0.0022436,-0.0016728,1.0000000,-1.0000000,-1.0000000,-0.0005699,-0.0006680,-0.0223941,0.0091094,-0.0222749,
2009-11-03,0000,0,0.0122164,0.0192995,1.0000000,1.0000000,1.0000000,-0.0072225,0.0142074,-0.0059155,0.0153337,0.0088195,
2009-11-04,0000,0,-0.0073003,-0.0066842,1.0000000,-1.0000000,-1.0000000,-0.0006120,0.0203655,-0.0008757,0.0120019,0.0034591,
2009-11-05,0000,0,-0.0071486,0.0061088,1.0000000,-1.0000000,1.0000000,-0.0133388,0.0070374,0.0115042,0.0201382,0.0198944,
2009-11-06,0000,0,-0.0034352,0.0097722,1.0000000,-1.0000000,1.0000000,-0.0133377,0.0067412,0.0033705,0.0205742,0.0213224,
2009-11-09,0000,-0,-0.0026141,0.0074788,-1.0000000,-1.0000000,1.0000000,-0.0101689,0.0114135,0.0169169,0.0308852,0.0241977,
2009-11-10,0000,0,0.0083959,0.0097248,1.0000000,1.0000000,1.0000000,-0.0013419,0.0106657,-0.0013854,0.0189385,0.0216924,
2009-11-11,0000,-0,-0.0015409,0.0003741,-1.0000000,-1.0000000,1.0000000,-0.0019157,0.0119691,0.0028889,0.0101137,0.0049431,
2009-11-12,0000,0,0.0018916,-0.0006914,1.0000000,1.0000000,-1.0000000,0.0025812,0.0150047,-0.0134433,-0.0060428,-0.0053070,
2009-11-13,0000,0,0.0116404,0.0163038,1.0000000,1.0000000,1.0000000,-0.0047406,0.0009171,-0.0052171,0.0078465,-0.0046000,
2009-11-16,0000,-0,-0.0183973,-0.0076902,-1.0000000,-1.0000000,-1.0000000,-0.0106254,0.0196479,0.0117387,0.0216082,0.0198864,
2009-11-17,0000,0,0.0000013,0.0043107,1.0000000,1.0000000,1.0000000,-0.0043281,0.0043824,-0.0006988,0.0145814,0.0151668,
2009-11-18,0000,-0,-0.0010309,-0.0008647,-1.0000000,-1.0000000,-1.0000000,-0.0001661,0.0043107,-0.0048515,0.0068571,0.0004505,
2009-11-19,0000,-0,-0.0076468,-0.0100235,-1.0000000,-1.0000000,-1.0000000,0.0023531,0.0028853,-0.0200898,-0.0071239,-0.0140835,
2009-11-20,0000,0,-0.0010082,0.0005438,1.0000000,-1.0000000,1.0000000,-0.0015528,-0.0088625,-0.0141982,0.0027305,-0.0168777,
2009-11-23,0000,-0,-0.0011109,0.0035530,-1.0000000,-1.0000000,1.0000000,-0.0046805,0.0049381,0.0119163,0.0175640,0.0102509,
2009-11-24,0000,0,0.0048386,0.0053827,1.0000000,1.0000000,1.0000000,-0.0005470,0.0055765,-0.0093676,0.0097590,0.0129064,
2009-11-25,0000,-0,-0.0072488,-0.0022160,-1.0000000,-1.0000000,-1.0000000,-0.0050217,0.0077627,0.0004136,0.0117051,0.0039527,
2009-12-01,0000,0,-0.0049521,0.0036978,1.0000000,-1.0000000,1.0000000,-0.0086819,0.0104573,0.0132732,0.0203903,0.0156647,
2009-12-02,0000,-0,-0.0063555,0.0009174,-1.0000000,-1.0000000,1.0000000,-0.0072796,0.0167513,0.0012769,0.0093307,0.0122697,
2009-12-03,0000,0,-0.0044740,-0.0044125,1.0000000,-1.0000000,-1.0000000,-0.0000612,0.0016500,-0.0116928,-0.0048822,-0.0081279,
2009-12-04,0000,0,0.0091247,0.0160411,1.0000000,1.0000000,1.0000000,-0.0070292,-0.0009933,-0.0042837,0.0065462,-0.0029476,
2009-12-07,0000,-0,-0.0043199,-0.0008920,-1.0000000,-1.0000000,-1.0000000,-0.0034248,0.0160591,-0.0113171,0.0061002,0.0030184,
2009-12-08,0000,0,0.0063893,0.0036820,1.0000000,1.0000000,1.0000000,0.0027173,0.0082408,-0.0130834,-0.0081415,-0.0128578,
2009-12-09,0000,-0,-0.0188528,-0.0155654,-1.0000000,-1.0000000,-1.0000000,-0.0032370,0.0085169,-0.0015844,0.0066974,-0.0066609,
2009-12-10,0000,0,0.0109184,0.0150300,1.0000000,1.0000000,1.0000000,-0.0041743,-0.0084671,0.0023552,0.0149317,0.0094435,
2009-12-11,0000,0,0.0033239,0.0030771,1.0000000,1.0000000,1.0000000,0.0002476,0.0210402,-0.0057207,0.0069775,0.0094540,
2009-12-14,0000,-0,-0.0039590,-0.0014742,-1.0000000,-1.0000000,-1.0000000,-0.0024811,0.0151385,0.0043850,0.0114621,0.0105555,
2009-12-15,0000,0,-0.0064116,-0.0072269,1.0000000,-1.0000000,-1.0000000,0.0008095,0.0047928,-0.0052293,0.0000812,0.0013719,
2009-12-16,0000,-0,-0.0080765,-0.0012180,-1.0000000,-1.0000000,-1.0000000,-0.0068502,-0.0052841,-0.0048575,0.0034530,-0.0044447,
2009-12-17,0000,0,0.0081497,0.0014780,1.0000000,1.0000000,1.0000000,0.0066816,0.0022720,-0.0185363,-0.0108386,-0.0108113,
2009-12-18,0000,0,-0.0013329,0.0043199,1.0000000,-1.0000000,1.0000000,-0.0056773,0.0031921,0.0059592,0.0059775,-0.0060863,
2009-12-21,0000,0,0.0007574,0.0087487,1.0000000,1.0000000,1.0000000,-0.0080619,0.0127477,0.0109400,0.0181051,0.0161303,
2009-12-22,0000,0,0.0011074,0.0057584,1.0000000,1.0000000,1.0000000,-0.0046780,0.0087487,0.0046389,0.0113683,0.0139085,
2009-12-23,0000,0,0.0035411,0.0077905,1.0000000,1.0000000,1.0000000,-0.0042827,0.0098918,0.0070099,0.0054257,0.0058362,
2009-12-24,0000,0,-0.0043788,0.0011351,1.0000000,-1.0000000,1.0000000,-0.0055202,0.0113417,0.0062826,0.0093033,0.0075101,
2009-12-30,0000,0,0.0040229,0.0092610,1.0000000,1.0000000,1.0000000,-0.0052870,0.0099590,-0.0015144,0.0003018,-0.0012074,
2009-12-31,0000,0,-0.0017751,0.0024050,1.0000000,-1.0000000,1.0000000,-0.0041902,0.0156056,-0.0105194,-0.0061340,-0.0099543,
2010-01-04,0000,-0,-0.0080754,0.0004323,-1.0000000,-1.0000000,1.0000000,-0.0085114,0.0084395,0.0064243,0.0160460,0.0057988,
2010-01-05,0000,0,0.0108699,0.0139560,1.0000000,1.0000000,1.0000000,-0.0031298,0.0082751,-0.0010569,0.0175624,0.0188470,
2010-01-06,0000,-0,-0.0130065,-0.0109500,-1.0000000,-1.0000000,-1.0000000,-0.0020342,0.0198232,-0.0054930,0.0065779,0.0036495,
2010-01-07,0000,0,0.0016943,0.0052506,1.0000000,1.0000000,1.0000000,-0.0035751,0.0024886,-0.0060955,0.0067794,0.0045284,
2010-01-08,0000,0,0.0038804,0.0051563,1.0000000,1.0000000,1.0000000,-0.0012825,0.0057131,0.0068489,0.0119303,0.0068473,
2010-01-11,0000,-0,-0.0041351,-0.0017390,-1.0000000,-1.0000000,-1.0000000,-0.0023919,0.0174067,-0.0022444,0.0093812,0.0046121,
2010-01-12,0000,0,-0.0039883,-0.0137631,1.0000000,-1.0000000,-1.0000000,0.0096421,0.0033276,-0.0192656,-0.0051046,-0.0077098,
2010-01-13,0000,0,0.0053221,0.0112690,1.0000000,1.0000000,1.0000000,-0.0060147,-0.0080546,0.0039213,0.0121413,-0.0011347,
2010-01-14,0000,-0,0.0019493,0.0080066,-1.0000000,1.0000000,1.0000000,-0.0061062,0.0114801,0.0016014,0.0133048,0.0106578,
2010-01-15,0000,0,0.0056897,-0.0022872,1.0000000,1.0000000,-1.0000000,0.0079587,0.0142661,-0.0151093,-0.0068396,-0.0084945,
2010-01-21,0000,-0,-0.0074578,-0.0252999,-1.0000000,-1.0000000,-1.0000000,0.0174019,-0.0078212,-0.0171117,-0.0114377,-0.0302289,
2010-01-22,0000,0,0.0035171,-0.0068995,1.0000000,1.0000000,-1.0000000,0.0103452,-0.0227366,-0.0470188,-0.0211402,-0.0423903,
2010-01-25,0000,-0,-0.0400352,-0.0360820,-1.0000000,-1.0000000,-1.0000000,-0.0038156,-0.0050629,-0.0232812,0.0060176,-0.0179617,
2010-01-26,0000,-0,-0.0105410,-0.0051296,-1.0000000,-1.0000000,-1.0000000,-0.0053837,-0.0302060,-0.0088441,-0.0002106,0.0003754,
2010-01-27,0000,-0,0.0083721,0.0174863,-1.0000000,1.0000000,1.0000000,-0.0092764,-0.0016600,-0.0029171,0.0069613,0.0006560,
2010-01-28,0000,0,0.0061593,-0.0070860,1.0000000,1.0000000,-1.0000000,0.0131521,0.0213358,-0.0214181,0.0013093,-0.0070445,
2010-01-29,0000,-0,-0.0171728,-0.0153854,-1.0000000,-1.0000000,-1.0000000,-0.0017604,0.0043034,-0.0342375,-0.0042743,-0.0220045,
2010-02-01,0000,-0,-0.0274752,-0.0127947,-1.0000000,-1.0000000,-1.0000000,-0.0144950,0.0056840,-0.0145726,0.0161588,0.0042784,
2010-02-02,0000,0,0.0032048,0.0156823,1.0000000,1.0000000,1.0000000,-0.0126763,-0.0086411,0.0086116,0.0266740,0.0266922,
2010-02-03,0000,-0,-0.0028043,-0.0007876,-1.0000000,-1.0000000,-1.0000000,-0.0020151,0.0197642,-0.0012552,0.0084937,0.0073728,
2010-02-04,0000,-0,-0.0145930,-0.0449179,-1.0000000,-1.0000000,-1.0000000,0.0290213,0.0132749,-0.0325111,-0.0290280,-0.0378230,
2010-02-05,0000,-0,-0.0044143,-0.0006877,-1.0000000,-1.0000000,-1.0000000,-0.0037241,-0.0397807,-0.0173414,0.0031983,-0.0291599,
2010-02-10,0000,-0,-0.0079140,0.0156348,-1.0000000,-1.0000000,1.0000000,-0.0239228,0.0328830,-0.0085154,0.0075553,0.0106635,
2010-02-22,0000,-0,0.0028720,0.0049227,-1.0000000,1.0000000,1.0000000,-0.0020608,0.0205118,0.0382109,0.0439256,0.0338354,
2010-02-23,0000,0,0.0017531,-0.0090004,1.0000000,1.0000000,-1.0000000,0.0106575,0.0058112,-0.0172763,-0.0098483,0.0241823,
2010-02-24,0000,-0,-0.0190468,-0.0138293,-1.0000000,-1.0000000,-1.0000000,-0.0051463,0.0036150,-0.0017443,0.0118164,-0.0025062,
2010-02-25,0000,0,-0.0020266,0.0012291,1.0000000,-1.0000000,1.0000000,-0.0032597,-0.0119053,-0.0033434,0.0067456,0.0075616,
2010-02-26,0000,0,0.0112052,0.0186929,1.0000000,1.0000000,1.0000000,-0.0076303,0.0047982,0.0009159,0.0167227,-0.0006790,
2010-03-01,0000,-0,-0.0068442,0.0026153,-1.0000000,-1.0000000,1.0000000,-0.0094843,0.0256105,0.0135206,0.0162677,0.0114456,
2010-03-02,0000,0,0.0000970,0.0041811,1.0000000,1.0000000,1.0000000,-0.0041013,0.0192863,0.0029683,0.0115800,0.0123579,
2010-03-03,0000,-0,-0.0124442,-0.0078892,-1.0000000,-1.0000000,-1.0000000,-0.0045193,0.0048312,-0.0051783,0.0020379,0.0027530,
2010-03-04,0000,0,0.0008479,0.0125824,1.0000000,1.0000000,1.0000000,-0.0118841,-0.0046316,-0.0004406,0.0056903,0.0041497,
2010-03-05,0000,0,0.0026371,0.0123688,1.0000000,1.0000000,1.0000000,-0.0098536,0.0185319,0.0142670,0.0193554,0.0174849,
2010-03-08,0000,0,0.0010540,0.0010707,1.0000000,1.0000000,1.0000000,-0.0000167,0.0185861,0.0022211,0.0117523,0.0136408,
2010-03-09,0000,0,-0.0023936,0.0010914,1.0000000,-1.0000000,1.0000000,-0.0034888,0.0069892,0.0022429,0.0032268,0.0015345,
2010-03-10,0000,-0,-0.0087655,-0.0037963,-1.0000000,-1.0000000,-1.0000000,-0.0049505,0.0053258,0.0024926,0.0093487,0.0062063,
2010-03-11,0000,-0,-0.0032510,-0.0001716,-1.0000000,-1.0000000,-1.0000000,-0.0030788,0.0016723,0.0028711,0.0088242,0.0085113,
2010-03-12,0000,-0,-0.0151868,-0.0148541,-1.0000000,-1.0000000,-1.0000000,-0.0003278,-0.0001381,-0.0003379,0.0095653,0.0038087,
2010-03-15,0000,0,0.0031472,0.0078889,1.0000000,1.0000000,1.0000000,-0.0047794,-0.0119412,-0.0059563,0.0030769,0.0002347,
2010-03-16,0000,0,0.0107558,0.0193951,1.0000000,1.0000000,1.0000000,-0.0088102,0.0078889,0.0044617,0.0155331,0.0081676,
2010-03-17,0000,0,0.0031789,0.0048819,1.0000000,1.0000000,1.0000000,-0.0017113,0.0258249,0.0042903,0.0135996,0.0134624,
2010-03-18,0000,-0,-0.0001393,0.0014649,-1.0000000,-1.0000000,1.0000000,-0.0016066,0.0156587,-0.0036842,0.0050522,0.0054639,
2010-03-19,0000,0,-0.0033078,-0.0079033,1.0000000,-1.0000000,-1.0000000,0.0045594,0.0063764,-0.0081957,-0.0010863,-0.0054401,
2010-03-22,0000,-0,-0.0087367,-0.0030863,-1.0000000,-1.0000000,-1.0000000,-0.0056330,-0.0029747,-0.0006345,0.0089895,-0.0000172,
2010-03-23,0000,-0,-0.0067189,0.0013857,-1.0000000,-1.0000000,1.0000000,-0.0081159,0.0026396,0.0058089,0.0181320,0.0121533,
2010-03-24,0000,-0,0.0017045,0.0019635,-1.0000000,1.0000000,1.0000000,-0.0002595,0.0023406,-0.0073997,0.0033313,0.0016357,
2010-03-25,0000,0,0.0087230,0.0049207,1.0000000,1.0000000,1.0000000,0.0038211,0.0019635,-0.0046842,-0.0002402,-0.0072401,
2010-03-26,0000,0,0.0035861,0.0088821,1.0000000,1.0000000,1.0000000,-0.0053435,0.0156598,-0.0154981,0.0012858,-0.0009686,
2010-03-29,0000,-0,-0.0037552,0.0018550,-1.0000000,-1.0000000,1.0000000,-0.0056207,0.0222751,-0.0035602,0.0100066,0.0063841,
2010-03-30,0000,-0,-0.0054103,-0.0053232,-1.0000000,-1.0000000,-1.0000000,-0.0000867,0.0066765,-0.0002033,0.0047389,0.0056935,
2010-03-31,0000,0,0.0075464,0.0116098,1.0000000,1.0000000,1.0000000,-0.0041111,-0.0028295,-0.0080902,0.0004361,-0.0032409,
2010-04-01,0000,0,-0.0025368,0.0015998,1.0000000,-1.0000000,1.0000000,-0.0041432,0.0116098,-0.0053526,0.0104660,0.0040998,
2010-04-08,0000,0,0.0022874,0.0042548,1.0000000,1.0000000,1.0000000,-0.0019758,-0.0041799,-0.0022406,0.0077459,-0.0025286,
2010-04-09,0000,-0,-0.0039432,0.0031684,-1.0000000,-1.0000000,1.0000000,-0.0071342,0.0066312,0.0052688,0.0161173,0.0099802,
2010-04-12,0000,-0,-0.0075731,-0.0109618,-1.0000000,-1.0000000,-1.0000000,0.0033519,0.0096505,0.0015257,0.0077979,0.0083913,
2010-04-13,0000,0,0.0023700,0.0083239,1.0000000,1.0000000,1.0000000,-0.0060039,-0.0078720,0.0011436,0.0021632,0.0024472,
2010-04-14,0000,-0,0.0004687,0.0091545,-1.0000000,1.0000000,1.0000000,-0.0087661,0.0091625,0.0147393,0.0180316,0.0117045,
2010-04-15,0000,-0,-0.0061986,-0.0074425,-1.0000000,-1.0000000,-1.0000000,0.0012347,0.0161443,0.0043050,0.0107125,0.0118597,
2010-04-16,0000,-0,-0.0189452,-0.0327658,-1.0000000,-1.0000000,-1.0000000,0.0133821,-0.0030512,-0.0147344,-0.0137317,-0.0155352,
2010-04-19,0000,0,-0.0009734,0.0058478,1.0000000,-1.0000000,1.0000000,-0.0068613,-0.0301061,-0.0120761,0.0089769,-0.0118161,
2010-04-20,0000,-0,0.0050773,0.0112771,-1.0000000,1.0000000,1.0000000,-0.0062706,0.0069174,0.0050554,0.0194587,0.0124589,
2010-04-21,0000,0,0.0037349,-0.0014840,1.0000000,1.0000000,-1.0000000,0.0052112,0.0185795,0.0013415,0.0057217,0.0069821,
2010-04-22,0000,0,-0.0021012,0.0032730,1.0000000,-1.0000000,1.0000000,-0.0053919,0.0038590,0.0034020,0.0081246,0.0012410,
2010-04-23,0000,0,0.0062416,0.0187849,1.0000000,1.0000000,1.0000000,-0.0127834,0.0134605,0.0036085,0.0222545,0.0093159,
2010-04-26,0000,-0,-0.0034874,-0.0014362,-1.0000000,-1.0000000,-1.0000000,-0.0020483,0.0197802,-0.0028538,0.0057341,0.0027887,
2010-04-27,0000,0,0.0169336,-0.0080294,1.0000000,1.0000000,-1.0000000,0.0247642,0.0065427,-0.0258186,-0.0231138,-0.0283600,
2010-04-28,0000,0,-0.0064452,-0.0034144,1.0000000,-1.0000000,-1.0000000,-0.0030205,-0.0048988,-0.0218349,0.0081755,-0.0173667,
2010-04-29,0000,-0,-0.0140101,-0.0062217,-1.0000000,-1.0000000,-1.0000000,-0.0077402,0.0135770,0.0110553,0.0206914,0.0191170,
2010-04-30,0000,0,-0.0034745,-0.0065492,1.0000000,-1.0000000,-1.0000000,0.0030546,-0.0060930,-0.0213311,-0.0055701,-0.0039353,
2010-05-03,0000,-0,-0.0095855,-0.0026984,-1.0000000,-1.0000000,-1.0000000,-0.0068686,-0.0059242,-0.0062552,0.0132584,-0.0037596,
2010-05-04,0000,-0,-0.0080916,-0.0303850,-1.0000000,-1.0000000,-1.0000000,0.0216360,0.0018573,-0.0324843,-0.0127641,-0.0111537,
2010-05-05,0000,-0,-0.0154087,-0.0154918,-1.0000000,-1.0000000,-1.0000000,0.0000819,-0.0250789,-0.0263332,-0.0019299,-0.0312127,
2010-05-06,0000,0,0.0229718,-0.0016360,1.0000000,1.0000000,-1.0000000,0.0245676,-0.0153322,-0.0437180,-0.0265922,-0.0402872,
2010-05-07,0000,0,0.0070257,0.0127376,1.0000000,1.0000000,1.0000000,-0.0057856,0.0006700,-0.0627417,0.0405894,-0.0495013,
2010-05-10,0000,-0,-0.0144221,-0.0073984,-1.0000000,-1.0000000,-1.0000000,-0.0069722,0.0362100,0.0185373,0.0565476,0.0272305,
2010-05-11,0000,0,-0.0079761,-0.0007550,1.0000000,-1.0000000,-1.0000000,-0.0072157,0.0040915,-0.0019197,0.0290018,0.0388565,
2010-05-12,0000,0,0.0086339,0.0216033,1.0000000,1.0000000,1.0000000,-0.0132558,-0.0007550,0.0081484,0.0204494,0.0101906,
2010-05-13,0000,-0,0.0047001,0.0002007,-1.0000000,1.0000000,1.0000000,0.0045003,0.0224385,-0.0134107,0.0017366,0.0014256,
2010-05-14,0000,-0,-0.0130377,-0.0228209,-1.0000000,-1.0000000,-1.0000000,0.0095649,0.0108825,-0.0372585,-0.0180156,-0.0316903,
2010-05-17,0000,-0,-0.0059062,-0.0017692,-1.0000000,-1.0000000,-1.0000000,-0.0041296,-0.0167265,-0.0086228,0.0094992,-0.0180309,
2010-05-18,0000,0,0.0041724,-0.0034581,1.0000000,1.0000000,-1.0000000,0.0076042,0.0014818,-0.0204509,0.0052106,-0.0132762,
2010-05-19,0000,-0,-0.0178788,-0.0181468,-1.0000000,-1.0000000,-1.0000000,0.0002633,-0.0002289,-0.0333019,-0.0019282,-0.0196314,
2010-05-20,0000,0,0.0011799,-0.0257982,1.0000000,1.0000000,-1.0000000,0.0262997,-0.0057607,-0.0548909,-0.0271279,-0.0459224,
2010-05-21,0000,-0,0.0036298,0.0116104,-1.0000000,1.0000000,1.0000000,-0.0080744,-0.0257982,-0.0107670,0.0148112,-0.0251542,
2010-05-24,0000,-0,-0.0214200,-0.0333542,-1.0000000,-1.0000000,-1.0000000,0.0115490,0.0216477,-0.0133044,0.0165324,0.0019187,
2010-05-25,0000,-0,0.0008302,0.0112985,-1.0000000,1.0000000,1.0000000,-0.0105879,-0.0258863,-0.0152514,0.0012383,-0.0127185,
2010-05-26,0000,0,0.0143183,0.0104664,1.0000000,1.0000000,1.0000000,0.0038927,0.0188284,-0.0073137,0.0254413,-0.0053373,
2010-05-27,0000,-0,-0.0059559,0.0071498,-1.0000000,-1.0000000,1.0000000,-0.0132000,0.0225468,0.0089345,0.0339691,0.0263177,
2010-05-28,0000,0,0.0083700,0.0106672,1.0000000,1.0000000,1.0000000,-0.0023220,0.0260729,-0.0094504,0.0138974,0.0196987,
2010-06-03,0000,-0,-0.0044890,-0.0021363,-1.0000000,-1.0000000,-1.0000000,-0.0023477,0.0272449,0.0095353,0.0279281,0.0291251,
2010-06-04,0000,0,0.0025245,-0.0260917,1.0000000,1.0000000,-1.0000000,0.0278886,0.0047831,-0.0397897,-0.0252892,-0.0314589,
2010-06-07,0000,0,0.0013535,-0.0008166,1.0000000,1.0000000,-1.0000000,0.0021683,-0.0250802,-0.0481531,-0.0095481,-0.0498444,
2010-06-08,0000,-0,-0.0133660,-0.0113580,-1.0000000,-1.0000000,-1.0000000,-0.0019855,0.0092897,-0.0287114,0.0114313,-0.0027119,
2010-06-09,0000,0,0.0066293,0.0153305,1.0000000,1.0000000,1.0000000,-0.0088367,-0.0080957,-0.0112328,0.0128068,0.0049446,
2010-06-10,0000,0,-0.0004767,0.0161272,1.0000000,-1.0000000,1.0000000,-0.0168761,0.0185428,0.0045342,0.0318262,0.0228553,
2010-06-11,0000,0,0.0019587,0.0119000,1.0000000,1.0000000,1.0000000,-0.0100610,0.0293377,0.0106748,0.0300751,0.0328967,
2010-06-14,0000,0,0.0087858,0.0089428,1.0000000,1.0000000,1.0000000,-0.0001584,0.0153911,0.0001604,0.0114810,0.0025605,
2010-06-15,0000,0,0.0016845,0.0082121,1.0000000,1.0000000,1.0000000,-0.0065816,0.0143318,0.0116745,0.0234929,0.0211885,
2010-06-17,0000,0,-0.0060642,-0.0030254,1.0000000,-1.0000000,-1.0000000,-0.0030296,0.0201496,-0.0003554,0.0222483,0.0236640,
2010-06-18,0000,0,0.0051902,0.0186561,1.0000000,1.0000000,1.0000000,-0.0137219,0.0015201,-0.0036670,0.0104160,0.0020403,
2010-06-21,0000,-0,-0.0023592,-0.0030055,-1.0000000,-1.0000000,-1.0000000,0.0006444,0.0230016,-0.0143725,-0.0006558,-0.0025512,
2010-06-22,0000,0,0.0007729,-0.0040266,1.0000000,1.0000000,-1.0000000,0.0047802,0.0066245,-0.0350650,-0.0118049,-0.0202682,
2010-06-23,0000,-0,-0.0015587,0.0010198,-1.0000000,-1.0000000,1.0000000,-0.0025811,-0.0037549,-0.0263904,-0.0019596,-0.0193766,
2010-06-24,0000,-0,-0.0046838,-0.0154093,-1.0000000,-1.0000000,-1.0000000,0.0105627,0.0052583,-0.0244969,-0.0108225,-0.0201362,
2010-06-25,0000,0,-0.0008479,0.0034770,1.0000000,-1.0000000,1.0000000,-0.0043400,-0.0124754,-0.0107669,0.0047922,-0.0141907,
2010-06-28,0000,-0,-0.0176748,-0.0104020,-1.0000000,-1.0000000,-1.0000000,-0.0071979,0.0049995,-0.0091099,0.0062164,0.0008189,
2010-06-29,0000,0,0.0070920,-0.0128524,1.0000000,1.0000000,-1.0000000,0.0196913,-0.0088879,-0.0498600,-0.0290135,-0.0341132,
2010-06-30,0000,-0,-0.0100399,-0.0103818,-1.0000000,-1.0000000,-1.0000000,0.0003384,-0.0128524,-0.0360604,-0.0043368,-0.0425532,
2010-07-01,0000,0,0.0062381,0.0104601,1.0000000,1.0000000,1.0000000,-0.0042666,-0.0001420,-0.0247459,-0.0009344,-0.0135005,
2010-07-02,0000,0,0.0119329,0.0146802,1.0000000,1.0000000,1.0000000,-0.0027883,0.0107956,-0.0125013,0.0114123,-0.0079505,
2010-07-08,0000,0,0.0004106,0.0050214,1.0000000,1.0000000,1.0000000,-0.0046341,0.0119821,0.0071757,0.0389722,0.0394207,
2010-07-09,0000,-0,-0.0045435,-0.0010079,-1.0000000,-1.0000000,-1.0000000,-0.0035320,0.0083546,0.0068975,0.0182938,0.0164106,
2010-07-12,0000,0,-0.0088570,-0.0055453,1.0000000,-1.0000000,-1.0000000,-0.0032934,0.0051980,0.0006414,0.0098725,0.0078795,
2010-07-13,0000,0,0.0033301,0.0151779,1.0000000,1.0000000,1.0000000,-0.0120304,-0.0051847,0.0127741,0.0227235,0.0158672,
2010-07-14,0000,0,0.0006529,-0.0012966,1.0000000,1.0000000,-1.0000000,0.0019470,0.0164158,0.0007467,0.0132582,0.0149931,
2010-07-15,0000,-0,-0.0068719,-0.0052123,-1.0000000,-1.0000000,-1.0000000,-0.0016510,0.0026854,-0.0050020,0.0080257,0.0010397,
2010-07-16,0000,0,0.0061635,-0.0019268,1.0000000,1.0000000,-1.0000000,0.0080748,-0.0022571,-0.0340882,-0.0146965,-0.0284445,
2010-07-19,0000,0,0.0042972,0.0080653,1.0000000,1.0000000,1.0000000,-0.0037988,-0.0014288,-0.0174822,0.0074026,-0.0235519,
2010-07-20,0000,-0,-0.0053485,-0.0013946,-1.0000000,-1.0000000,-1.0000000,-0.0039484,0.0150116,0.0095389,0.0206464,0.0171669,
2010-07-21,0000,0,-0.0043071,-0.0045589,1.0000000,-1.0000000,-1.0000000,0.0002506,0.0081545,-0.0161293,0.0118831,-0.0015520,
2010-07-22,0000,0,0.0018283,0.0122249,1.0000000,1.0000000,1.0000000,-0.0105252,-0.0015601,0.0042389,0.0259859,0.0093173,
2010-07-23,0000,0,0.0000488,0.0033682,1.0000000,1.0000000,1.0000000,-0.0033307,0.0122970,0.0079534,0.0276785,0.0299911,
2010-07-26,0000,-0,-0.0075168,-0.0050903,-1.0000000,-1.0000000,-1.0000000,-0.0024141,0.0062164,0.0117400,0.0243316,0.0191388,
2010-07-27,0000,0,0.0061941,0.0047272,1.0000000,1.0000000,1.0000000,0.0014739,-0.0022806,-0.0035748,0.0112583,0.0100373,
2010-07-28,0000,-0,0.0025965,0.0018182,-1.0000000,1.0000000,1.0000000,0.0007797,0.0047272,-0.0190059,-0.0032998,-0.0080280,
2010-07-29,0000,0,-0.0005953,-0.0049429,1.0000000,-1.0000000,-1.0000000,0.0043262,0.0093076,-0.0180087,-0.0014344,-0.0111754,
2010-07-30,0000,0,0.0104264,0.0190920,1.0000000,1.0000000,1.0000000,-0.0088343,0.0028541,-0.0125249,0.0079702,-0.0041122,
2010-08-02,0000,-0,-0.0005215,0.0057618,-1.0000000,-1.0000000,1.0000000,-0.0063198,0.0228131,0.0133095,0.0336187,0.0216101,
2010-08-03,0000,0,0.0015503,0.0018977,1.0000000,1.0000000,1.0000000,-0.0003481,0.0161281,-0.0068841,0.0115399,0.0168324,
2010-08-04,0000,-0,-0.0092253,-0.0045119,-1.0000000,-1.0000000,-1.0000000,-0.0046923,0.0071281,0.0037073,0.0092970,0.0012242,
2010-08-05,0000,0,0.0031658,0.0033215,1.0000000,1.0000000,1.0000000,-0.0001562,-0.0002608,-0.0052375,0.0056404,0.0047521,
2010-08-06,0000,0,0.0074454,0.0088605,1.0000000,1.0000000,1.0000000,-0.0014278,0.0051888,-0.0045402,0.0025231,-0.0049927,
